RecommendationID,ProductID,MaterialID,RankingScore,CO2ImpactIndex,CostEfficiencyIndex,MaterialSuitabilityScore,RecommendationReason,MaterialName,MaterialType,StrengthRating,WeightCapacity_KG,BiodegradabilityScore,BiodegradationTime_Months,CO2_Emissions_KG_Per_Ton,RecyclabilityPercentage,CostPerKG_USD,Durability_Months,ChemicalResistance,MoistureBarrier,OxygenBarrier,CompostableStatus,SupplierAvailability,CompatibleProducts,ScaleRating,InnovationLevel,RegulationCompliance,ProductName,ProductCategory,Weight_KG,RequiredStrength_Level,FragilityLevel,MoistureRequired,OxygenSensitivity,ShippingDistance_KM,ShelfLife_Months,PreferredBiodegradable,PreferredRecyclable,MaxBudgetPerUnit_USD,strength_gap,moisture_gap,oxygen_gap,estimated_cost_per_unit_usd,budget_gap,estimated_co2_per_unit_kg,is_strength_insufficient,is_moisture_insufficient,is_oxygen_insufficient,is_over_budget,preference_alignment
3684,737,13,82.22,86.84,94.69,69.4,Meets strength requirements; Satisfies barrier needs; Cost within budget,FSC-Certified Paperboard,Paper/Cardboard,8.0,45.0,85.0,4.0,670.0,88.0,0.65,20.0,7.0,7.0,6.0,Home/Industrial,High,"General, Electronics, Food",9.0,4.0,"EU, FDA",Sunfeast Farmlite Digestive Cookies 100g,Bakery & Snacks,0.1,3,2,3,3,1350,9.0,1,1,0.28,5.0,4.0,3.0,0.065,0.21500000000000002,0.067,0,0,0,0,1.0
3685,737,40,82.02,79.75,79.65,85.51,Meets strength requirements; Satisfies barrier needs; Cost within budget,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Sunfeast Farmlite Digestive Cookies 100g,Bakery & Snacks,0.1,3,2,3,3,1350,9.0,1,1,0.28,7.0,7.0,7.0,0.15000000000000002,0.13,0.095,0,0,0,0,1.0
3686,738,19,88.84,98.73,84.96,84.33,Meets strength requirements; Satisfies barrier needs; Cost within budget,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Yippee! Power Up Green Apple Noodles 70g,Ready-to-Eat,0.07,4,2,5,4,1450,6.0,1,1,0.22,6.0,4.0,6.0,0.084,0.136,0.014000000000000002,0,0,0,0,1.0
3687,738,15,88.16,90.35,100.0,77.63,Meets strength requirements; Satisfies barrier needs; Cost within budget,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Yippee! Power Up Green Apple Noodles 70g,Ready-to-Eat,0.07,4,2,5,4,1450,6.0,1,1,0.22,5.0,3.0,3.0,0.0245,0.1955,0.03717000000000001,0,0,0,0,1.0
3688,738,1,84.09,86.08,98.23,71.99,Meets strength requirements; Satisfies barrier needs; Cost within budget,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Yippee! Power Up Green Apple Noodles 70g,Ready-to-Eat,0.07,4,2,5,4,1450,6.0,1,1,0.22,4.0,3.0,3.0,0.03150000000000001,0.1885,0.049,0,0,0,0,1.0
3689,738,40,82.48,79.75,79.65,86.66,Meets strength requirements; Satisfies barrier needs; Cost within budget,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Yippee! Power Up Green Apple Noodles 70g,Ready-to-Eat,0.07,4,2,5,4,1450,6.0,1,1,0.22,6.0,5.0,6.0,0.10500000000000001,0.11499999999999999,0.0665,0,0,0,0,1.0
3690,738,13,79.92,86.84,94.69,63.65,Meets strength requirements; Cost within budget; Biodegradable option,FSC-Certified Paperboard,Paper/Cardboard,8.0,45.0,85.0,4.0,670.0,88.0,0.65,20.0,7.0,7.0,6.0,Home/Industrial,High,"General, Electronics, Food",9.0,4.0,"EU, FDA",Yippee! Power Up Green Apple Noodles 70g,Ready-to-Eat,0.07,4,2,5,4,1450,6.0,1,1,0.22,4.0,2.0,2.0,0.045500000000000006,0.1745,0.046900000000000004,0,0,0,0,1.0
3691,739,19,88.84,98.73,84.96,84.33,Meets strength requirements; Satisfies barrier needs; Cost within budget,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Yippee! Power Up Orange Noodles 70g,Ready-to-Eat,0.07,4,2,5,4,1500,6.0,1,1,0.22,6.0,4.0,6.0,0.084,0.136,0.014000000000000002,0,0,0,0,1.0
3692,739,15,88.16,90.35,100.0,77.63,Meets strength requirements; Satisfies barrier needs; Cost within budget,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Yippee! Power Up Orange Noodles 70g,Ready-to-Eat,0.07,4,2,5,4,1500,6.0,1,1,0.22,5.0,3.0,3.0,0.0245,0.1955,0.03717000000000001,0,0,0,0,1.0
3693,739,1,84.09,86.08,98.23,71.99,Meets strength requirements; Satisfies barrier needs; Cost within budget,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Yippee! Power Up Orange Noodles 70g,Ready-to-Eat,0.07,4,2,5,4,1500,6.0,1,1,0.22,4.0,3.0,3.0,0.03150000000000001,0.1885,0.049,0,0,0,0,1.0
3694,739,40,82.48,79.75,79.65,86.66,Meets strength requirements; Satisfies barrier needs; Cost within budget,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Yippee! Power Up Orange Noodles 70g,Ready-to-Eat,0.07,4,2,5,4,1500,6.0,1,1,0.22,6.0,5.0,6.0,0.10500000000000001,0.11499999999999999,0.0665,0,0,0,0,1.0
3695,739,13,79.92,86.84,94.69,63.65,Meets strength requirements; Cost within budget; Biodegradable option,FSC-Certified Paperboard,Paper/Cardboard,8.0,45.0,85.0,4.0,670.0,88.0,0.65,20.0,7.0,7.0,6.0,Home/Industrial,High,"General, Electronics, Food",9.0,4.0,"EU, FDA",Yippee! Power Up Orange Noodles 70g,Ready-to-Eat,0.07,4,2,5,4,1500,6.0,1,1,0.22,4.0,2.0,2.0,0.045500000000000006,0.1745,0.046900000000000004,0,0,0,0,1.0
3696,740,15,85.86,90.35,100.0,71.88,Meets strength requirements; Satisfies barrier needs; Cost within budget,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Ashirvaad Ready Meals Biryani 300g,Ready-to-Eat,0.3,4,3,6,6,1200,9.0,1,1,0.45,5.0,2.0,1.0,0.105,0.34500000000000003,0.1593,0,0,0,0,1.0
3697,740,19,84.96,98.73,84.96,74.63,Meets strength requirements; Satisfies barrier needs; Cost within budget,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Ashirvaad Ready Meals Biryani 300g,Ready-to-Eat,0.3,4,3,6,6,1200,9.0,1,1,0.45,6.0,3.0,4.0,0.36,0.09000000000000002,0.06,0,0,0,0,1.0
3698,740,1,81.38,86.08,98.23,65.22,Meets strength requirements; Satisfies barrier needs; Cost within budget,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Ashirvaad Ready Meals Biryani 300g,Ready-to-Eat,0.3,4,3,6,6,1200,9.0,1,1,0.45,4.0,2.0,1.0,0.135,0.315,0.21,0,0,0,0,1.0
3699,740,40,77.78,79.75,79.65,74.9,Meets strength requirements; Satisfies barrier needs; Cost within budget,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Ashirvaad Ready Meals Biryani 300g,Ready-to-Eat,0.3,4,3,6,6,1200,9.0,1,1,0.45,6.0,4.0,4.0,0.44999999999999996,5.551115123125783e-17,0.285,0,0,0,0,1.0
3700,740,4,75.79,82.94,89.38,60.25,Meets strength requirements; Satisfies barrier needs; Cost within budget,Recycled PET (rPET),Plastic,8.0,25.0,20.0,1000.0,824.0,70.0,0.95,36.0,8.0,9.0,8.0,No,High,"Beverages, Food, General",9.0,4.0,"EU, FDA",Ashirvaad Ready Meals Biryani 300g,Ready-to-Eat,0.3,4,3,6,6,1200,9.0,1,1,0.45,4.0,3.0,2.0,0.285,0.16500000000000004,0.24719999999999998,0,0,0,0,1.0
3701,741,15,85.86,90.35,100.0,71.88,Meets strength requirements; Satisfies barrier needs; Cost within budget,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Ashirvaad Ready Meals Pulao 300g,Ready-to-Eat,0.3,4,3,6,6,1150,9.0,1,1,0.42,5.0,2.0,1.0,0.105,0.315,0.1593,0,0,0,0,1.0
3702,741,19,84.4,98.73,84.96,73.23,Meets strength requirements; Satisfies barrier needs; Cost within budget,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Ashirvaad Ready Meals Pulao 300g,Ready-to-Eat,0.3,4,3,6,6,1150,9.0,1,1,0.42,6.0,3.0,4.0,0.36,0.06,0.06,0,0,0,0,1.0
3703,741,1,81.31,86.08,98.23,65.05,Meets strength requirements; Satisfies barrier needs; Cost within budget,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Ashirvaad Ready Meals Pulao 300g,Ready-to-Eat,0.3,4,3,6,6,1150,9.0,1,1,0.42,4.0,2.0,1.0,0.135,0.285,0.21,0,0,0,0,1.0
3704,741,40,77.78,79.75,79.65,74.9,Meets strength requirements; Satisfies barrier needs; High recyclability,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Ashirvaad Ready Meals Pulao 300g,Ready-to-Eat,0.3,4,3,6,6,1150,9.0,1,1,0.42,6.0,4.0,4.0,0.44999999999999996,-0.02999999999999997,0.285,0,0,0,1,1.0
3705,741,4,75.4,82.94,89.38,59.25,Meets strength requirements; Satisfies barrier needs; Cost within budget,Recycled PET (rPET),Plastic,8.0,25.0,20.0,1000.0,824.0,70.0,0.95,36.0,8.0,9.0,8.0,No,High,"Beverages, Food, General",9.0,4.0,"EU, FDA",Ashirvaad Ready Meals Pulao 300g,Ready-to-Eat,0.3,4,3,6,6,1150,9.0,1,1,0.42,4.0,3.0,2.0,0.285,0.135,0.24719999999999998,0,0,0,0,1.0
3706,742,19,80.87,98.73,84.96,64.42,Meets strength requirements; Satisfies barrier needs; High recyclability,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",B Natural Guava Juice 200ml,Beverages,0.2,4,3,8,7,1400,6.0,1,1,0.18,6.0,1.0,3.0,0.24,-0.06,0.04000000000000001,0,0,0,1,1.0
3707,742,15,80.36,90.35,100.0,58.13,Meets strength requirements; Cost within budget; Biodegradable option,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",B Natural Guava Juice 200ml,Beverages,0.2,4,3,8,7,1400,6.0,1,1,0.18,5.0,0.0,0.0,0.06999999999999999,0.11,0.10620000000000002,0,0,0,0,1.0
3708,742,40,77.78,79.75,79.65,74.9,Meets strength requirements; Satisfies barrier needs; High recyclability,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",B Natural Guava Juice 200ml,Beverages,0.2,4,3,8,7,1400,6.0,1,1,0.18,6.0,2.0,3.0,0.30000000000000004,-0.12000000000000005,0.19,0,0,0,1,1.0
3709,742,1,75.12,86.08,98.23,49.57,Meets strength requirements; Cost within budget; Biodegradable option,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",B Natural Guava Juice 200ml,Beverages,0.2,4,3,8,7,1400,6.0,1,1,0.18,4.0,0.0,0.0,0.09000000000000001,0.08999999999999998,0.13999999999999999,0,0,0,0,1.0
3710,742,13,71.22,86.84,94.69,41.89,Meets strength requirements; Cost within budget; Biodegradable option,FSC-Certified Paperboard,Paper/Cardboard,8.0,45.0,85.0,4.0,670.0,88.0,0.65,20.0,7.0,7.0,6.0,Home/Industrial,High,"General, Electronics, Food",9.0,4.0,"EU, FDA",B Natural Guava Juice 200ml,Beverages,0.2,4,3,8,7,1400,6.0,1,1,0.18,4.0,-1.0,-1.0,0.13,0.04999999999999999,0.134,0,1,1,0,1.0
3711,743,19,81.32,98.73,84.96,65.53,Meets strength requirements; Satisfies barrier needs; Cost within budget,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",B Natural Pomegranate Juice 200ml,Beverages,0.2,4,3,8,7,1450,6.0,1,1,0.25,6.0,1.0,3.0,0.24,0.010000000000000009,0.04000000000000001,0,0,0,0,1.0
3712,743,15,80.36,90.35,100.0,58.13,Meets strength requirements; Cost within budget; Biodegradable option,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",B Natural Pomegranate Juice 200ml,Beverages,0.2,4,3,8,7,1450,6.0,1,1,0.25,5.0,0.0,0.0,0.06999999999999999,0.18,0.10620000000000002,0,0,0,0,1.0
3713,743,40,77.78,79.75,79.65,74.9,Meets strength requirements; Satisfies barrier needs; High recyclability,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",B Natural Pomegranate Juice 200ml,Beverages,0.2,4,3,8,7,1450,6.0,1,1,0.25,6.0,2.0,3.0,0.30000000000000004,-0.050000000000000044,0.19,0,0,0,1,1.0
3714,743,1,75.69,86.08,98.23,50.99,Meets strength requirements; Cost within budget; Biodegradable option,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",B Natural Pomegranate Juice 200ml,Beverages,0.2,4,3,8,7,1450,6.0,1,1,0.25,4.0,0.0,0.0,0.09000000000000001,0.15999999999999998,0.13999999999999999,0,0,0,0,1.0
3715,743,13,72.91,86.84,94.69,46.14,Meets strength requirements; Cost within budget; Biodegradable option,FSC-Certified Paperboard,Paper/Cardboard,8.0,45.0,85.0,4.0,670.0,88.0,0.65,20.0,7.0,7.0,6.0,Home/Industrial,High,"General, Electronics, Food",9.0,4.0,"EU, FDA",B Natural Pomegranate Juice 200ml,Beverages,0.2,4,3,8,7,1450,6.0,1,1,0.25,4.0,-1.0,-1.0,0.13,0.12,0.134,0,1,1,0,1.0
3716,744,19,80.87,98.73,84.96,64.42,Meets strength requirements; Satisfies barrier needs; High recyclability,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",B Natural Watermelon Juice 1L,Beverages,1.0,5,3,8,7,1500,6.0,1,1,0.55,5.0,1.0,3.0,1.2,-0.6499999999999999,0.2,0,0,0,1,1.0
3717,744,15,80.02,90.35,100.0,57.3,Meets strength requirements; Cost within budget; Biodegradable option,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",B Natural Watermelon Juice 1L,Beverages,1.0,5,3,8,7,1500,6.0,1,1,0.55,4.0,0.0,0.0,0.35,0.20000000000000007,0.531,0,0,0,0,1.0
3718,744,40,77.78,79.75,79.65,74.9,Meets strength requirements; Satisfies barrier needs; High recyclability,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",B Natural Watermelon Juice 1L,Beverages,1.0,5,3,8,7,1500,6.0,1,1,0.55,5.0,2.0,3.0,1.5,-0.95,0.95,0,0,0,1,1.0
3719,744,1,71.91,86.08,98.23,41.54,Meets strength requirements; Cost within budget; Biodegradable option,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",B Natural Watermelon Juice 1L,Beverages,1.0,5,3,8,7,1500,6.0,1,1,0.55,3.0,0.0,0.0,0.45,0.10000000000000003,0.7,0,0,0,0,1.0
3720,744,4,68.3,82.94,89.38,41.51,Meets strength requirements; Satisfies barrier needs; High recyclability,Recycled PET (rPET),Plastic,8.0,25.0,20.0,1000.0,824.0,70.0,0.95,36.0,8.0,9.0,8.0,No,High,"Beverages, Food, General",9.0,4.0,"EU, FDA",B Natural Watermelon Juice 1L,Beverages,1.0,5,3,8,7,1500,6.0,1,1,0.55,3.0,1.0,1.0,0.95,-0.3999999999999999,0.824,0,0,0,1,1.0
3721,745,19,80.87,98.73,84.96,64.42,Meets strength requirements; Satisfies barrier needs; High recyclability,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Real Fruit Juice Pineapple 1L,Beverages,1.0,5,3,8,7,1550,6.0,1,1,0.52,5.0,1.0,3.0,1.2,-0.6799999999999999,0.2,0,0,0,1,1.0
3722,745,15,80.02,90.35,100.0,57.3,Meets strength requirements; Cost within budget; Biodegradable option,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Real Fruit Juice Pineapple 1L,Beverages,1.0,5,3,8,7,1550,6.0,1,1,0.52,4.0,0.0,0.0,0.35,0.17000000000000004,0.531,0,0,0,0,1.0
3723,745,40,77.78,79.75,79.65,74.9,Meets strength requirements; Satisfies barrier needs; High recyclability,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Real Fruit Juice Pineapple 1L,Beverages,1.0,5,3,8,7,1550,6.0,1,1,0.52,5.0,2.0,3.0,1.5,-0.98,0.95,0,0,0,1,1.0
3724,745,1,71.2,86.08,98.23,39.78,Meets strength requirements; Cost within budget; Biodegradable option,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Real Fruit Juice Pineapple 1L,Beverages,1.0,5,3,8,7,1550,6.0,1,1,0.52,3.0,0.0,0.0,0.45,0.07,0.7,0,0,0,0,1.0
3725,745,4,68.3,82.94,89.38,41.51,Meets strength requirements; Satisfies barrier needs; High recyclability,Recycled PET (rPET),Plastic,8.0,25.0,20.0,1000.0,824.0,70.0,0.95,36.0,8.0,9.0,8.0,No,High,"Beverages, Food, General",9.0,4.0,"EU, FDA",Real Fruit Juice Pineapple 1L,Beverages,1.0,5,3,8,7,1550,6.0,1,1,0.52,3.0,1.0,1.0,0.95,-0.42999999999999994,0.824,0,0,0,1,1.0
3726,746,15,89.74,90.35,100.0,81.58,Meets strength requirements; Satisfies barrier needs; Cost within budget,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Sunfeast Glucose Energy Biscuits 250g,Bakery & Snacks,0.25,3,2,3,3,1200,12.0,1,1,0.28,6.0,5.0,4.0,0.0875,0.19250000000000003,0.13275,0,0,0,0,1.0
3727,746,1,85.16,86.08,98.23,74.66,Meets strength requirements; Satisfies barrier needs; Cost within budget,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Sunfeast Glucose Energy Biscuits 250g,Bakery & Snacks,0.25,3,2,3,3,1200,12.0,1,1,0.28,5.0,5.0,4.0,0.1125,0.16750000000000004,0.175,0,0,0,0,1.0
3728,746,19,83.73,98.73,84.96,71.56,Meets strength requirements; Satisfies barrier needs; High recyclability,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Sunfeast Glucose Energy Biscuits 250g,Bakery & Snacks,0.25,3,2,3,3,1200,12.0,1,1,0.28,7.0,6.0,7.0,0.3,-0.019999999999999962,0.05,0,0,0,1,1.0
3729,746,13,80.08,86.84,94.69,64.06,Meets strength requirements; Satisfies barrier needs; Cost within budget,FSC-Certified Paperboard,Paper/Cardboard,8.0,45.0,85.0,4.0,670.0,88.0,0.65,20.0,7.0,7.0,6.0,Home/Industrial,High,"General, Electronics, Food",9.0,4.0,"EU, FDA",Sunfeast Glucose Energy Biscuits 250g,Bakery & Snacks,0.25,3,2,3,3,1200,12.0,1,1,0.28,5.0,4.0,3.0,0.1625,0.11750000000000002,0.1675,0,0,0,0,1.0
3730,746,40,77.78,79.75,79.65,74.9,Meets strength requirements; Satisfies barrier needs; High recyclability,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Sunfeast Glucose Energy Biscuits 250g,Bakery & Snacks,0.25,3,2,3,3,1200,12.0,1,1,0.28,7.0,7.0,7.0,0.375,-0.09499999999999997,0.2375,0,0,0,1,1.0
3731,747,15,89.74,90.35,100.0,81.58,Meets strength requirements; Satisfies barrier needs; Cost within budget,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Sunfeast Monaco Salt Biscuits 250g,Bakery & Snacks,0.25,3,2,3,3,1250,12.0,1,1,0.25,6.0,5.0,4.0,0.0875,0.1625,0.13275,0,0,0,0,1.0
3732,747,1,84.96,86.08,98.23,74.18,Meets strength requirements; Satisfies barrier needs; Cost within budget,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Sunfeast Monaco Salt Biscuits 250g,Bakery & Snacks,0.25,3,2,3,3,1250,12.0,1,1,0.25,5.0,5.0,4.0,0.1125,0.1375,0.175,0,0,0,0,1.0
3733,747,19,83.73,98.73,84.96,71.56,Meets strength requirements; Satisfies barrier needs; High recyclability,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Sunfeast Monaco Salt Biscuits 250g,Bakery & Snacks,0.25,3,2,3,3,1250,12.0,1,1,0.25,7.0,6.0,7.0,0.3,-0.04999999999999999,0.05,0,0,0,1,1.0
3734,747,13,79.51,86.84,94.69,62.62,Meets strength requirements; Satisfies barrier needs; Cost within budget,FSC-Certified Paperboard,Paper/Cardboard,8.0,45.0,85.0,4.0,670.0,88.0,0.65,20.0,7.0,7.0,6.0,Home/Industrial,High,"General, Electronics, Food",9.0,4.0,"EU, FDA",Sunfeast Monaco Salt Biscuits 250g,Bakery & Snacks,0.25,3,2,3,3,1250,12.0,1,1,0.25,5.0,4.0,3.0,0.1625,0.0875,0.1675,0,0,0,0,1.0
3735,747,40,77.78,79.75,79.65,74.9,Meets strength requirements; Satisfies barrier needs; High recyclability,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Sunfeast Monaco Salt Biscuits 250g,Bakery & Snacks,0.25,3,2,3,3,1250,12.0,1,1,0.25,7.0,7.0,7.0,0.375,-0.125,0.2375,0,0,0,1,1.0
3736,748,15,89.74,90.35,100.0,81.58,Meets strength requirements; Satisfies barrier needs; Cost within budget,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Sunfeast Monaco Masala Biscuits 250g,Bakery & Snacks,0.25,3,2,3,3,1300,12.0,1,1,0.28,6.0,5.0,4.0,0.0875,0.19250000000000003,0.13275,0,0,0,0,1.0
3737,748,1,85.16,86.08,98.23,74.66,Meets strength requirements; Satisfies barrier needs; Cost within budget,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Sunfeast Monaco Masala Biscuits 250g,Bakery & Snacks,0.25,3,2,3,3,1300,12.0,1,1,0.28,5.0,5.0,4.0,0.1125,0.16750000000000004,0.175,0,0,0,0,1.0
