Material,Product_Name,Shape,Product_Quantity,No_of_Units,Countries_Tags,Cost_Per_Unit_USD,Strength_MPa,Biodegradability,CO2_Emission,Recyclability,Moisture_Barrier,Sustainability_Score,Material_Suitability_Score,Cost_Efficiency_Index,AI_Recommendation,Z_Sustainability_Index,Predicted_Cost,Predicted_CO2,AI_Final_Recommendation,True_Label
Virgin Plastic (PP),Yogurt,Cup,1200,12,en:germany,0.05,72.4,0.8,4.66,19.8,10,0.0,100,8.877500000000001,Avoid,-0.4485590800004536,0.04529999999999998,4.653699999999995,Not Recommended,Not Recommended
Virgin Plastic (PP),Sandwich,Wrapper,3000,12,en:germany,0.05,88.9,2.0,3.67,25.1,10,0.0,100,8.877500000000001,Avoid,-0.3852465062676546,0.04624999999999996,4.021349999999994,Not Recommended,Not Recommended
Aluminum Foil/Can,Soda Can,Can,1500,6,en:france,0.17,39.2,0.0,8.66,99.3,10,0.0,100,2.94,Avoid,-0.10819831935076567,0.17000000000000084,8.694650000000015,Not Recommended,Not Recommended
Mushroom Mycelium,Potato Chips,Bag,500,1,en:india,0.74,15.2,100.0,0.27,100.0,5,63.65,100,1.11,Good Alternative,0.40489134314394526,0.7412499999999993,0.2621000000000007,Recommended,Recommended
Bamboo Fiber,Potato Chips,Bag,6000,6,en:france,0.39,57.3,99.4,1.14,41.8,6,48.42,100,1.9,Good Alternative,-0.0811525031369239,0.3931000000000003,1.0355499999999973,Not Recommended,Not Recommended
Recycled Cardboard,Yogurt,Cup,1500,6,en:india,0.05,33.1,97.8,0.91,81.9,3,53.95000000000001,100,8.877500000000001,Good Alternative,0.7078063283172162,0.05755000000000015,1.021599999999998,Highly Recommended,Recommended
Aluminum Foil/Can,Orange Juice,Bottle,250,1,en:india,0.2,35.7,0.0,8.875,90.9,10,0.0,100,2.5,Avoid,-0.22554061362412686,0.1999000000000002,8.791675,Not Recommended,Not Recommended
Aluminum Foil/Can,Yogurt,Cup,100,1,en:india,0.16,31.7,0.0,8.875,94.0,10,0.0,100,3.12,Avoid,-0.14765470554515553,0.16000000000000011,8.8336,Not Recommended,Not Recommended
Aluminum Foil/Can,Orange Juice,Bottle,100,1,en:france,0.19,41.2,0.0,8.81,96.8,10,0.0,100,2.63,Avoid,-0.156651757716474,0.1903500000000001,8.815924999999975,Not Recommended,Not Recommended
Bioplastic (PLA),Potato Chips,Bag,6000,6,en:france,0.42,59.5,91.9,2.25,58.9,8,45.290000000000006,100,1.73,Good Alternative,0.09715650582679958,0.4193000000000009,2.1432,Recommended,Recommended
Mushroom Mycelium,Soda Can,Can,3000,6,en:germany,0.53,15.7,100.0,0.4,100.0,4,62.0,100,0.68,Technical Failure (Not Suitable),0.33037005599731206,0.5345000000000006,0.26430000000000026,Recommended,Recommended
Recycled Cardboard,Orange Juice,Bottle,7125,12,en:germany,0.06,21.1,94.7,1.39,89.1,4,52.75,100,4.4,Technical Failure (Not Suitable),0.45707107537523795,0.09249999999999994,1.1340999999999994,Recommended,Recommended
Bioplastic (PLA),Frozen Peas,Pouch,100,1,en:usa,0.43,74.6,82.7,2.04,43.4,8,39.56,100,1.62,Avoid,-0.14494158234128282,0.43180000000000107,2.0632000000000033,Not Recommended,Not Recommended
Aluminum Foil/Can,Soda Can,Can,3000,12,en:germany,0.21,43.2,0.0,8.875,91.5,10,0.0,100,2.38,Avoid,-0.22860206215094042,0.21020000000000066,8.850349999999999,Not Recommended,Not Recommended
Recycled Cardboard,Sandwich,Wrapper,1000,1,en:japan,0.06,34.1,92.1,1.17,90.4,3,52.07,100,8.877500000000001,Good Alternative,0.744193244860682,0.06060000000000011,1.145449999999998,Highly Recommended,Recommended
Glass,Sandwich,Wrapper,1500,6,en:germany,0.21,91.9,0.0,2.72,82.3,10,12.86,100,2.69,Avoid,-0.29727774653976335,0.2128000000000003,2.5421000000000076,Not Recommended,Not Recommended
Virgin Plastic (PP),Soda Can,Can,100,1,en:india,0.04,61.0,3.5,4.47,23.3,10,0.0,100,8.877500000000001,Avoid,-0.39044876852105154,0.03059999999999993,4.692649999999997,Not Recommended,Not Recommended
Recycled Cardboard,Soda Can,Can,6000,12,en:france,0.07,32.2,95.1,0.82,81.7,5,55.28,100,6.09,Technical Failure (Not Suitable),0.556143459716796,0.07565000000000013,1.237550000000001,Highly Recommended,Recommended
Bamboo Fiber,Sandwich,Wrapper,3000,6,en:uk,0.41,47.0,99.4,0.64,36.0,7,50.760000000000005,100,1.84,Good Alternative,-0.10172317890425601,0.4072999999999986,0.6834999999999997,Not Recommended,Not Recommended
Glass,Orange Juice,Bottle,6000,12,en:india,0.4,98.3,0.0,2.85,92.3,10,14.21,100,1.43,Avoid,-0.29238212237970046,0.39710000000000023,2.8212000000000064,Not Recommended,Not Recommended
Mushroom Mycelium,Tomato Sauce,Jar,500,1,en:india,0.69,19.8,100.0,0.25,100.0,6,64.75,100,0.83,Good Alternative,0.4257598815685917,0.6894499999999988,0.24514999999999992,Recommended,Recommended
Recycled Cardboard,Soda Can,Can,250,1,en:usa,0.09,23.3,96.9,1.28,86.6,3,52.68000000000001,100,4.59,Technical Failure (Not Suitable),0.4231730447159775,0.08914999999999992,1.2466500000000014,Recommended,Recommended
Virgin Plastic (PP),Frozen Peas,Pouch,100,1,en:france,0.08,69.7,3.1,5.84,29.5,10,0.0,100,6.25,Avoid,-0.5303513258040313,0.08025000000000006,5.442050000000002,Not Recommended,Not Recommended
Glass,Biscuits,Box,250,1,en:germany,0.34,97.7,0.0,2.26,99.6,10,18.620000000000005,100,1.74,Avoid,-0.1958757105762357,0.33795000000000125,2.2327499999999953,Not Recommended,Not Recommended
Aluminum Foil/Can,Orange Juice,Bottle,250,1,en:india,0.24,26.9,0.0,8.4,96.1,10,0.0,100,2.08,Avoid,-0.20522147145608965,0.2400500000000002,8.810374999999999,Not Recommended,Not Recommended
Virgin Plastic (PP),Potato Chips,Bag,100,1,en:india,0.07,78.1,4.3,3.87,21.8,10,0.0,100,7.14,Avoid,-0.5299273677667033,0.07000000000000019,4.147400000000003,Not Recommended,Not Recommended
Bamboo Fiber,Sandwich,Wrapper,1000,1,en:germany,0.44,48.4,98.9,1.03,40.8,7,49.57,100,1.7,Good Alternative,-0.06852215496937537,0.4391999999999988,0.9592000000000005,Not Recommended,Not Recommended
Bamboo Fiber,Soda Can,Can,100,1,en:germany,0.33,50.1,99.9,1.11,43.2,7,50.05000000000001,100,1.52,Good Alternative,-0.049552705036455494,0.3285999999999991,1.0295500000000035,Not Recommended,Not Recommended
Glass,Soda Can,Can,1000,1,en:uk,0.36,88.1,0.0,2.73,95.2,10,15.390000000000002,100,1.6,Avoid,-0.2505036848018008,0.3621999999999996,2.5247500000000045,Not Recommended,Not Recommended
Bioplastic (PLA),Orange Juice,Bottle,6000,12,en:japan,0.43,68.0,80.5,2.27,52.4,8,39.330000000000005,100,1.62,Avoid,-0.0736414078979401,0.4334500000000008,2.1793499999999972,Not Recommended,Not Recommended
Aluminum Foil/Can,Potato Chips,Bag,100,1,en:germany,0.13,42.0,0.0,8.875,90.2,10,0.0,100,3.85,Avoid,-0.13053254909363698,0.12999999999999984,8.801574999999998,Not Recommended,Not Recommended
Virgin Plastic (PP),Potato Chips,Bag,1500,6,en:france,0.06,70.2,1.0,4.29,16.0,10,0.0,100,8.33,Avoid,-0.5262650739178825,0.060000000000000046,4.366649999999994,Not Recommended,Not Recommended
Mushroom Mycelium,Tomato Sauce,Jar,100,1,en:france,0.7,23.1,100.0,0.25,100.0,5,63.75,100,0.81,Good Alternative,0.3822211676276128,0.7007000000000001,0.25975,Recommended,Recommended
Aluminum Foil/Can,Frozen Peas,Pouch,600,6,en:uk,0.22,27.9,0.0,8.4,97.5,10,0.0,100,2.27,Avoid,-0.1768482430430668,0.2199999999999994,8.53490000000002,Not Recommended,Not Recommended
Aluminum Foil/Can,Sandwich,Wrapper,6000,6,en:germany,0.24,34.2,0.0,8.875,99.3,10,0.0,100,2.08,Avoid,-0.17318615583091873,0.2379500000000002,8.833899999999998,Not Recommended,Not Recommended
Glass,Soda Can,Can,1500,6,en:usa,0.21,94.3,0.0,1.57,82.0,10,18.55,100,2.82,Avoid,-0.29045731465587904,0.2086500000000006,1.7826499999999976,Not Recommended,Not Recommended
Mushroom Mycelium,Tomato Sauce,Jar,6000,6,en:india,0.62,13.0,100.0,0.23,100.0,6,64.85,100,0.6,Technical Failure (Not Suitable),0.4083794136727368,0.6134999999999995,0.24139999999999975,Recommended,Recommended
Bioplastic (PLA),Yogurt,Cup,500,1,en:germany,0.51,72.9,91.6,2.01,59.9,9,47.57000000000001,100,1.45,Good Alternative,0.12547255982715944,0.5039000000000009,2.019749999999996,Recommended,Recommended
Mushroom Mycelium,Biscuits,Box,6000,6,en:japan,0.63,12.0,100.0,0.36,100.0,5,63.2,100,0.98,Good Alternative,0.39506760042020117,0.6311499999999988,0.33569999999999967,Recommended,Recommended
Bioplastic (PLA),Sandwich,Wrapper,500,1,en:germany,0.34,57.8,89.6,1.98,58.4,9,46.62,100,2.16,Good Alternative,0.1470186173021651,0.33845000000000114,2.0144500000000023,Recommended,Recommended
Bamboo Fiber,Potato Chips,Bag,3000,6,en:usa,0.3,49.8,99.0,1.2,47.6,7,50.120000000000005,100,2.5,Good Alternative,0.0608611989633835,0.3000999999999989,1.0751999999999982,Recommended,Recommended
Bioplastic (PLA),Frozen Peas,Pouch,3000,6,en:uk,0.5,60.5,94.6,2.08,53.1,8,46.06,100,1.46,Good Alternative,0.04176102330584911,0.49935000000000007,2.0206499999999985,Recommended,Recommended
Glass,Biscuits,Box,6000,6,en:germany,0.26,98.2,0.0,2.71,89.3,10,14.31,100,2.2,Avoid,-0.264228446953045,0.2655500000000005,2.2110999999999996,Not Recommended,Not Recommended
Recycled Cardboard,Orange Juice,Bottle,1000,1,en:india,0.05,34.2,91.9,1.4,91.9,3,51.14000000000001,100,8.11,Technical Failure (Not Suitable),0.699502919659262,0.0558000000000001,1.291100000000002,Highly Recommended,Recommended
Bamboo Fiber,Potato Chips,Bag,6000,12,en:uk,0.4,51.7,95.9,0.91,31.2,8,48.05000000000001,100,1.85,Good Alternative,-0.13690085075168873,0.402,0.7818999999999994,Not Recommended,Not Recommended
Glass,Frozen Peas,Pouch,250,1,en:germany,0.26,86.2,0.0,1.62,91.4,10,20.18,100,2.31,Avoid,-0.2348928733847045,0.25564999999999993,1.8808000000000025,Not Recommended,Not Recommended
Bamboo Fiber,Biscuits,Box,1500,6,en:india,0.25,56.0,96.4,1.0,33.0,8,48.16,100,2.96,Good Alternative,-0.0307288020401794,0.25129999999999997,0.9601999999999998,Not Recommended,Not Recommended
Glass,Frozen Peas,Pouch,500,1,en:india,0.28,97.1,0.0,2.05,82.5,10,16.25,100,2.08,Avoid,-0.3413715628630662,0.2801000000000007,2.1157000000000052,Not Recommended,Not Recommended
Bamboo Fiber,Biscuits,Box,100,1,en:uk,0.42,46.2,95.4,0.71,48.6,6,50.330000000000005,100,1.79,Good Alternative,-0.055570129218122155,0.4184000000000011,0.7779999999999994,Not Recommended,Not Recommended
Bioplastic (PLA),Tomato Sauce,Jar,250,1,en:japan,0.3,69.3,90.1,1.92,55.3,9,46.5,100,2.44,Good Alternative,0.14141577003411154,0.3014999999999991,1.889950000000001,Recommended,Recommended
Bioplastic (PLA),Soda Can,Can,600,6,en:usa,0.35,52.9,81.3,1.95,58.0,9,43.370000000000005,100,2.05,Good Alternative,0.06377773641181517,0.3505500000000004,1.9478999999999944,Recommended,Recommended
Recycled Cardboard,Potato Chips,Bag,500,1,en:uk,0.12,31.2,94.2,1.2,96.9,5,56.06,100,6.5,Good Alternative,0.7316032204705555,0.1197000000000001,1.148349999999997,Highly Recommended,Recommended
Virgin Plastic (PP),Biscuits,Box,250,1,en:india,0.04,83.7,3.9,4.65,20.1,10,0.0,100,8.877500000000001,Avoid,-0.4190660567366861,0.03940000000000001,4.643549999999989,Not Recommended,Not Recommended
Bioplastic (PLA),Potato Chips,Bag,1200,12,en:france,0.42,72.4,88.4,1.7,57.6,9,47.38000000000001,100,1.75,Good Alternative,0.09777313296160867,0.4158999999999999,2.051450000000001,Recommended,Recommended
Bamboo Fiber,Tomato Sauce,Jar,500,1,en:usa,0.45,52.7,95.3,0.53,33.6,8,50.19,100,1.67,Good Alternative,-0.13160351045691482,0.4369999999999999,0.8480499999999997,Not Recommended,Not Recommended
Virgin Plastic (PP),Sandwich,Wrapper,100,1,en:india,0.06,61.5,1.8,4.99,18.5,10,0.0,100,8.33,Avoid,-0.4944014287666449,0.06015000000000005,4.791050000000002,Not Recommended,Not Recommended
Glass,Sandwich,Wrapper,100,1,en:india,0.36,80.5,0.0,2.07,95.7,10,18.79,100,1.65,Avoid,-0.24171980414931243,0.35839999999999966,2.2177999999999973,Not Recommended,Not Recommended
Glass,Biscuits,Box,100,1,en:usa,0.3,91.0,0.0,1.9,92.6,10,19.02,100,1.98,Avoid,-0.24781682309323122,0.3020999999999995,2.206649999999999,Not Recommended,Not Recommended
Aluminum Foil/Can,Orange Juice,Bottle,1500,6,en:france,0.2,33.5,0.0,8.875,97.2,10,0.0,100,2.5,Avoid,-0.16247108598707166,0.19955000000000017,8.863750000000001,Not Recommended,Not Recommended
Recycled Cardboard,Sandwich,Wrapper,3000,12,en:germany,0.06,34.1,97.7,1.49,95.1,5,55.650000000000006,100,8.877500000000001,Good Alternative,0.9231522362317756,0.06285000000000009,1.3631000000000029,Highly Recommended,Recommended
Recycled Cardboard,Sandwich,Wrapper,1000,1,en:germany,0.13,25.9,94.7,1.15,90.9,3,53.31,100,5.9,Good Alternative,0.5464144490895023,0.12894999999999984,1.1338500000000022,Highly Recommended,Recommended
Bioplastic (PLA),Yogurt,Cup,6000,12,en:japan,0.41,62.4,84.4,2.48,56.2,8,40.60000000000001,100,1.71,Good Alternative,0.004527349304830735,0.4131499999999989,2.359150000000004,Recommended,Recommended
Bioplastic (PLA),Sandwich,Wrapper,1200,12,en:japan,0.53,62.9,81.0,2.42,47.9,9,38.88,100,1.31,Avoid,-0.09581701536090304,0.5321000000000007,2.318800000000001,Not Recommended,Not Recommended
Glass,Sandwich,Wrapper,500,1,en:usa,0.21,92.7,0.0,1.92,82.9,10,16.980000000000004,100,2.79,Avoid,-0.2837143996879329,0.20970000000000058,2.0360000000000027,Not Recommended,Not Recommended
Virgin Plastic (PP),Potato Chips,Bag,3000,12,en:japan,0.02,71.4,3.8,3.5,20.3,10,0.0,100,8.877500000000001,Avoid,-0.41791835636249713,0.03944999999999998,4.749550000000002,Not Recommended,Not Recommended
Virgin Plastic (PP),Frozen Peas,Pouch,6000,12,en:france,0.04,79.0,4.3,5.29,27.9,10,0.0,100,8.877500000000001,Avoid,-0.33756194749079554,0.03915,5.3055499999999896,Not Recommended,Not Recommended
Bamboo Fiber,Tomato Sauce,Jar,500,1,en:usa,0.26,43.9,96.1,0.82,42.7,8,50.88,100,2.9,Good Alternative,0.05928069278820104,0.2599499999999997,0.8337499999999974,Recommended,Recommended
Recycled Cardboard,Potato Chips,Bag,1200,12,en:france,0.12,33.3,98.7,0.83,86.8,3,55.690000000000005,100,6.49,Good Alternative,0.5841341535555703,0.11910000000000007,0.9398000000000019,Highly Recommended,Recommended
Virgin Plastic (PP),Orange Juice,Bottle,1000,1,en:japan,0.03,60.5,2.7,5.88,11.3,10,0.0,100,8.877500000000001,Avoid,-0.5174172569345157,0.03145,5.590350000000004,Not Recommended,Not Recommended
Mushroom Mycelium,Potato Chips,Bag,250,1,en:india,0.52,14.3,100.0,0.27,100.0,6,64.65,100,1.58,Best Choice (Sustainable & Efficient),0.4824353203594228,0.5204499999999994,0.25660000000000055,Recommended,Recommended
Mushroom Mycelium,Frozen Peas,Pouch,250,1,en:uk,0.74,24.6,100.0,0.18,100.0,6,65.1,100,1.12,Good Alternative,0.447674384567713,0.739699999999999,0.22669999999999996,Recommended,Recommended
Recycled Cardboard,Soda Can,Can,1200,12,en:japan,0.07,29.1,93.5,1.22,98.1,3,53.92,100,5.99,Technical Failure (Not Suitable),0.6150408796724272,0.07160000000000016,1.181299999999999,Highly Recommended,Recommended
Mushroom Mycelium,Soda Can,Can,250,1,en:usa,0.59,21.9,100.0,0.3,100.0,6,64.5,100,0.97,Good Alternative,0.43633929680954675,0.588800000000002,0.24864999999999945,Recommended,Recommended
Aluminum Foil/Can,Yogurt,Cup,6000,6,en:france,0.15,20.9,0.0,8.875,90.6,10,0.0,100,2.0,Avoid,-0.26632755032454086,0.17594999999999963,8.693600000000009,Not Recommended,Not Recommended
Bioplastic (PLA),Orange Juice,Bottle,250,1,en:usa,0.48,65.0,86.1,1.77,45.7,8,42.73,100,1.49,Good Alternative,-0.10268670897837534,0.47920000000000035,1.8397499999999984,Not Recommended,Not Recommended
Bioplastic (PLA),Potato Chips,Bag,1000,1,en:india,0.43,60.3,94.1,2.44,51.6,9,44.760000000000005,100,1.68,Good Alternative,0.08112409912983007,0.432900000000001,2.2624999999999993,Recommended,Recommended
Virgin Plastic (PP),Potato Chips,Bag,1200,12,en:japan,0.03,84.1,2.3,5.4,25.1,10,0.0,100,8.877500000000001,Avoid,-0.38268298571050235,0.039599999999999975,4.565699999999998,Not Recommended,Not Recommended
Virgin Plastic (PP),Tomato Sauce,Jar,100,1,en:japan,0.07,78.8,2.1,3.96,14.0,10,0.0,100,7.14,Avoid,-0.6268126003555081,0.07000000000000019,4.246350000000006,Not Recommended,Not Recommended
Recycled Cardboard,Soda Can,Can,1000,1,en:uk,0.14,17.6,93.6,1.32,97.5,4,54.34,100,3.01,Technical Failure (Not Suitable),0.42672572362274586,0.14070000000000027,1.2401499999999972,Recommended,Recommended
Glass,Orange Juice,Bottle,3000,12,en:india,0.27,82.1,0.0,2.58,89.8,10,15.06,100,2.13,Avoid,-0.26451263650708956,0.2782000000000007,2.12275,Not Recommended,Not Recommended
Bioplastic (PLA),Soda Can,Can,6000,6,en:japan,0.45,72.5,91.2,1.52,41.9,8,45.260000000000005,100,1.61,Good Alternative,-0.08808072660514293,0.44545000000000007,2.0952499999999987,Not Recommended,Not Recommended
Recycled Cardboard,Orange Juice,Bottle,6000,6,en:france,0.14,22.9,97.4,1.3,90.0,3,53.46000000000001,100,1.91,Technical Failure (Not Suitable),0.2589628672170723,0.1394000000000003,1.2221999999999993,Recommended,Recommended
Bioplastic (PLA),Potato Chips,Bag,250,1,en:uk,0.47,62.3,84.4,2.06,56.0,8,42.66000000000001,100,1.52,Good Alternative,-0.011832635748753035,0.4703499999999994,2.026600000000001,Not Recommended,Not Recommended
Bamboo Fiber,Tomato Sauce,Jar,3000,12,en:usa,0.4,51.8,98.6,0.86,42.0,7,50.54,100,1.26,Good Alternative,-0.0923220229243764,0.3970000000000004,0.8640000000000024,Not Recommended,Not Recommended
Aluminum Foil/Can,Orange Juice,Bottle,100,1,en:japan,0.11,25.0,0.0,8.875,99.7,10,0.0,100,4.55,Avoid,0.017469370373365004,0.10889999999999982,8.74885,Recommended,Recommended
Bamboo Fiber,Tomato Sauce,Jar,600,6,en:japan,0.34,40.4,95.4,0.65,39.9,6,48.89,100,1.45,Good Alternative,-0.1683590091592325,0.3424000000000016,0.7294500000000019,Not Recommended,Not Recommended
Aluminum Foil/Can,Potato Chips,Bag,500,1,en:japan,0.25,41.6,0.0,8.875,92.1,10,0.0,100,2.0,Avoid,-0.25131099612524205,0.24880000000000002,8.854275,Not Recommended,Not Recommended
Glass,Soda Can,Can,250,1,en:india,0.28,86.2,0.0,2.63,98.7,10,16.590000000000003,100,2.08,Avoid,-0.17919277751063817,0.28125000000000056,2.5172999999999974,Not Recommended,Not Recommended
Glass,Biscuits,Box,100,1,en:germany,0.21,82.2,0.0,2.3,92.2,10,16.94,100,2.78,Avoid,-0.19136743616949098,0.21040000000000064,2.2619500000000046,Not Recommended,Not Recommended
Virgin Plastic (PP),Biscuits,Box,250,1,en:japan,0.02,67.6,3.8,5.04,14.2,10,0.0,100,8.877500000000001,Avoid,-0.47898567677297915,0.028449999999999906,4.87409999999999,Not Recommended,Not Recommended
Glass,Biscuits,Box,1000,1,en:france,0.2,100.0,0.0,2.14,84.4,10,16.18,100,2.9,Avoid,-0.26038544779931216,0.2001000000000002,2.2109999999999945,Not Recommended,Not Recommended
Mushroom Mycelium,Frozen Peas,Pouch,100,1,en:usa,0.78,17.9,100.0,0.34,100.0,4,62.3,100,1.04,Good Alternative,0.35757426661691105,0.7829000000000005,0.3334000000000013,Recommended,Recommended
Recycled Cardboard,Orange Juice,Bottle,1000,1,en:uk,0.1,20.1,90.5,0.87,91.5,5,55.15,100,4.26,Technical Failure (Not Suitable),0.47665622795958473,0.10280000000000003,1.221899999999999,Recommended,Recommended
Bioplastic (PLA),Biscuits,Box,7125,12,en:japan,0.53,60.2,82.0,2.4,44.2,9,38.64000000000001,100,1.31,Avoid,-0.12431278052866576,0.5322500000000008,2.157849999999998,Not Recommended,Not Recommended
Bamboo Fiber,Frozen Peas,Pouch,1000,1,en:japan,0.42,43.8,95.1,0.8,33.1,6,46.66,100,1.75,Good Alternative,-0.21632739990354075,0.42035000000000133,0.8514500000000013,Not Recommended,Not Recommended
Glass,Soda Can,Can,250,1,en:japan,0.21,91.0,0.0,1.82,92.3,10,19.36,100,2.84,Avoid,-0.18583229745293794,0.20910000000000067,2.1454000000000004,Not Recommended,Not Recommended
Glass,Biscuits,Box,250,1,en:usa,0.28,91.0,0.0,2.97,85.5,10,12.25,100,2.0,Avoid,-0.3173838346021571,0.2876999999999998,2.1604000000000005,Not Recommended,Not Recommended
Glass,Biscuits,Box,500,1,en:usa,0.26,90.3,0.0,1.68,84.1,10,18.42,100,2.28,Avoid,-0.3102404547062591,0.25849999999999973,1.8454500000000045,Not Recommended,Not Recommended
Bioplastic (PLA),Tomato Sauce,Jar,6000,12,en:japan,0.53,71.6,89.4,2.46,46.4,8,40.74000000000001,100,1.33,Good Alternative,-0.07957101783207066,0.5325000000000011,2.343499999999994,Not Recommended,Not Recommended
Mushroom Mycelium,Soda Can,Can,3000,6,en:india,0.57,12.8,100.0,0.33,100.0,6,64.35,100,0.65,Technical Failure (Not Suitable),0.41215777625879213,0.5679499999999984,0.2886499999999992,Recommended,Recommended
Mushroom Mycelium,Potato Chips,Bag,6000,6,en:japan,0.64,17.5,100.0,0.33,100.0,6,64.35,100,0.97,Good Alternative,0.43633929680954675,0.6399500000000004,0.29914999999999925,Recommended,Recommended
Aluminum Foil/Can,Tomato Sauce,Jar,3000,12,en:japan,0.21,38.4,0.0,8.875,91.5,10,0.0,100,2.38,Avoid,-0.22860206215094042,0.21000000000000069,8.8527,Not Recommended,Not Recommended
Bioplastic (PLA),Sandwich,Wrapper,1000,1,en:germany,0.44,72.1,85.1,2.44,44.4,9,39.72,100,1.59,Avoid,-0.07466203039627475,0.44850000000000045,2.0535000000000023,Not Recommended,Not Recommended
Bamboo Fiber,Soda Can,Can,600,6,en:japan,0.43,40.2,96.4,1.02,38.7,7,48.2,100,1.14,Good Alternative,-0.1532256631218173,0.41475000000000023,0.8360500000000003,Not Recommended,Not Recommended
Mushroom Mycelium,Tomato Sauce,Jar,1500,6,en:germany,0.8,14.8,100.0,0.3,100.0,4,62.5,100,0.7,Too Expensive / Inefficient,0.33188140103173425,0.7879500000000008,0.2807499999999995,Recommended,Recommended
Aluminum Foil/Can,Potato Chips,Bag,1200,12,en:france,0.19,39.7,0.0,8.875,94.4,10,0.0,100,2.63,Avoid,-0.18067824443535213,0.1900000000000001,8.855825,Not Recommended,Not Recommended
Bamboo Fiber,Yogurt,Cup,250,1,en:france,0.28,42.9,97.5,1.09,34.4,6,46.43,100,2.61,Good Alternative,-0.11781705199344317,0.2826000000000004,1.0166000000000015,Not Recommended,Not Recommended
Aluminum Foil/Can,Soda Can,Can,100,1,en:india,0.23,29.7,0.0,8.875,96.2,10,0.0,100,2.17,Avoid,-0.1974193151879033,0.22999999999999932,8.813125000000001,Not Recommended,Not Recommended
Recycled Cardboard,Biscuits,Box,6000,6,en:uk,0.15,33.0,91.6,1.44,96.8,5,53.8,100,5.13,Good Alternative,0.6048578038373635,0.12689999999999985,1.2557000000000011,Highly Recommended,Recommended
Mushroom Mycelium,Orange Juice,Bottle,500,1,en:france,0.66,18.0,100.0,0.27,100.0,4,62.65,100,0.85,Good Alternative,0.3432164887899005,0.6622999999999987,0.26680000000000076,Recommended,Recommended
Bioplastic (PLA),Soda Can,Can,7125,12,en:usa,0.52,54.9,89.0,2.3,41.7,8,40.440000000000005,100,1.35,Good Alternative,-0.12852957003165477,0.5325500000000006,2.085699999999999,Not Recommended,Not Recommended
Bamboo Fiber,Tomato Sauce,Jar,6000,12,en:france,0.37,41.7,95.2,0.76,48.0,7,50.88000000000001,100,1.36,Good Alternative,-0.053752313936129795,0.3698999999999996,0.7892999999999999,Not Recommended,Not Recommended
Mushroom Mycelium,Soda Can,Can,7125,12,en:india,0.68,15.0,100.0,0.24,100.0,4,62.8,100,0.54,Technical Failure (Not Suitable),0.31979064075635694,0.6789500000000023,0.2432000000000002,Recommended,Recommended
Bioplastic (PLA),Orange Juice,Bottle,1000,1,en:germany,0.36,71.7,93.1,1.97,41.1,8,43.61,100,1.99,Good Alternative,-0.05113836966211637,0.3640999999999997,2.010200000000001,Not Recommended,Not Recommended
Bamboo Fiber,Yogurt,Cup,1000,1,en:uk,0.32,46.5,99.9,0.64,43.4,7,52.440000000000005,100,2.38,Good Alternative,0.017437338670270697,0.31790000000000046,0.7202499999999995,Recommended,Recommended
Aluminum Foil/Can,Biscuits,Box,100,1,en:uk,0.22,39.4,0.0,8.875,93.1,10,0.0,100,2.27,Avoid,-0.22089680202767686,0.2199999999999994,8.798324999999998,Not Recommended,Not Recommended
Bioplastic (PLA),Sandwich,Wrapper,100,1,en:uk,0.53,55.2,86.1,2.29,46.0,9,41.19,100,1.33,Good Alternative,-0.06974678950733626,0.5305500000000007,2.159050000000006,Not Recommended,Not Recommended
Virgin Plastic (PP),Soda Can,Can,600,6,en:france,0.07,82.4,2.3,4.17,29.0,10,0.0,100,7.14,Avoid,-0.47493804465775097,0.07000000000000019,4.449749999999994,Not Recommended,Not Recommended
Virgin Plastic (PP),Orange Juice,Bottle,7125,12,en:france,0.08,66.6,4.4,3.55,21.3,10,0.0,100,6.25,Avoid,-0.6013332330125385,0.07960000000000007,4.085199999999993,Not Recommended,Not Recommended
Mushroom Mycelium,Potato Chips,Bag,1000,1,en:germany,0.72,24.6,100.0,0.38,100.0,5,63.1,100,1.13,Good Alternative,0.40640268817836744,0.723599999999999,0.33460000000000056,Recommended,Recommended
Bioplastic (PLA),Yogurt,Cup,1000,1,en:usa,0.52,69.2,83.5,2.29,46.6,8,39.27,100,1.34,Avoid,-0.12722904237894925,0.5310000000000007,1.9696000000000027,Not Recommended,Not Recommended
Recycled Cardboard,Soda Can,Can,1500,6,en:uk,0.08,25.1,90.4,0.87,92.5,5,55.31,100,5.33,Technical Failure (Not Suitable),0.5666697165816523,0.07705000000000008,1.0726000000000002,Highly Recommended,Recommended
Mushroom Mycelium,Tomato Sauce,Jar,250,1,en:usa,0.64,16.5,100.0,0.11,100.0,5,64.45,100,0.89,Good Alternative,0.38826654776530145,0.6395000000000004,0.16719999999999985,Recommended,Recommended
Aluminum Foil/Can,Yogurt,Cup,250,1,en:germany,0.22,40.6,0.0,8.875,90.4,10,0.0,100,2.27,Avoid,-0.24792659958641472,0.2199999999999994,8.847124999999998,Not Recommended,Not Recommended
Aluminum Foil/Can,Sandwich,Wrapper,6000,6,en:uk,0.23,40.3,0.0,8.875,93.4,10,0.0,100,2.17,Avoid,-0.22545021635992785,0.22999999999999932,8.836374999999997,Not Recommended,Not Recommended
