Material_Type,Strength_MPa,Weight_Capacity_kg,Biodegradability_pct,CO2_Emission_g,Recyclability_pct,Cost_per_kg_INR,Typical_Product_Category,extreme_outlier,CO2_Impact_Index,Biodeg_Index,Recycl_Index,Cost_per_Strength,Cost_Strength_Norm,Cost_Efficiency_Index,Material_Suitability_Score
Hemp Fiber,66.43,13.49,100,136,53,30.37,Food,FALSE,0.545833333,1,0.53,0.457172957,0.21603183,0.78396817,0.715533709
Seaweed-based,14.62,13.11,91,51,73,60,Food,FALSE,0.191666667,0.878378378,0.73,4.103966888,0.219862657,0.780137343,0.806631183
Hemp Fiber,58.42,9.67,76,82,80,31.82,Food,FALSE,0.320833333,0.675675676,0.8,0.544676471,0.216123749,0.783876251,0.728463432
Cellulose Film,21.09,8.42,54,143,85,80.61,Food,FALSE,0.575,0.378378378,0.85,3.82219043,0.219566661,0.780433339,0.584871848
Glassine Paper,37.7,7.73,82,74,57,85,Food,FALSE,0.2875,0.756756757,0.57,2.25464185,0.217920007,0.782079993,0.714672025
HDPE (Recycled),75.8,15.28,64,64,42,22.46,Food,FALSE,0.245833333,0.513513514,0.42,0.296306065,0.215862845,0.784137155,0.622630009
Cotton Padding,23.71,15.49,73,113,76,61.75,Food,FALSE,0.45,0.635135135,0.76,2.604386225,0.218287401,0.781712599,0.67546869
Cotton Padding,31.91,11.2,79,64,59,3.15,Food,FALSE,0.245833333,0.716216216,0.59,0.098715133,0.215655283,0.784344717,0.717492711
Mushroom Packaging,20.72,13.1,100,92,83,112.47,Food,FALSE,0.3625,1,0.83,5.428088541,0.221253599,0.778746401,0.8200616
Hemp Fiber,45.17,1.54,88,74,45,56.97,Food,FALSE,0.2875,0.837837838,0.45,1.261235305,0.216876469,0.783123531,0.715257234
Cornstarch Polymer,25.29,21.33,73,126,100,45.79,Food,FALSE,0.504166667,0.635135135,1,1.810597002,0.217453554,0.782546446,0.710135485
Cotton Padding,33.17,2.95,77,92,67,33.37,Food,FALSE,0.3625,0.689189189,0.67,1.006029514,0.216608384,0.783391616,0.695979661
Bamboo Fiber,71.71,12.63,67,43,99,105.33,Food,FALSE,0.158333333,0.554054054,0.99,1.468832778,0.217094542,0.782905458,0.770359247
Starch Foam,22.54,10.88,70,186,83,19.24,Food,FALSE,0.754166667,0.594594595,0.83,0.853593573,0.216448256,0.783551744,0.601724648
Paperboard,25.12,4.71,45,111,83,37.06,Food,FALSE,0.441666667,0.256756757,0.83,1.475318413,0.217101355,0.782898645,0.578335022
Kraft Paper,49.77,11.36,71,139,79,75.93,Food,FALSE,0.558333333,0.608108108,0.79,1.525617811,0.217154193,0.782845807,0.646560551
Cotton Padding,25.77,9.5,76,168,42,74.41,Food,FALSE,0.679166667,0.675675676,0.42,2.887465934,0.218584766,0.781415234,0.562264845
Seaweed-based,27.38,5.88,90,152,44,68.88,Food,FALSE,0.6125,0.864864865,0.44,2.515704802,0.218194244,0.781805756,0.639785898
Palm Leaf,7,9.82,74,121,95,97.29,Food,FALSE,0.483333333,0.648648649,0.95,13.89856944,0.230151538,0.769848462,0.706223377
Corrugated Cardboard,62.07,9.33,77,59,69,116.49,Food,FALSE,0.225,0.689189189,0.69,1.876752024,0.217523047,0.782476953,0.734125995
Cotton Padding,17.57,19.04,80,18,87,41.6,Food,FALSE,0.054166667,0.72972973,0.87,2.367672034,0.218038741,0.781961259,0.824867567
Corrugated Cardboard,44.27,4.93,91,110,78,53.08,Food,FALSE,0.4375,0.878378378,0.78,1.199006072,0.216811099,0.783188901,0.755935739
HDPE (Recycled),62.02,7.84,100,111,100,42.51,Food,FALSE,0.441666667,1,1,0.685424046,0.2162716,0.7837284,0.835515433
HDPE (Recycled),63.52,4.93,79,173,69,58.82,Food,FALSE,0.7,0.716216216,0.69,0.926007542,0.216524324,0.783475676,0.623733784
Corrugated Cardboard,26.58,8.03,75,80,81,82.74,Food,FALSE,0.3125,0.662162162,0.81,3.1128667,0.218821542,0.781178458,0.727818263
Paperboard,14.49,3.08,84,84,67,69.82,Food,FALSE,0.329166667,0.783783784,0.67,4.818495182,0.220613243,0.779386757,0.731690158
Cotton Padding,28.76,0.51,94,153,39,40.22,Food,FALSE,0.616666667,0.918918919,0.39,1.398470049,0.217020629,0.782979371,0.645253852
Paperboard,24.33,14.77,77,124,79,74.62,Food,FALSE,0.495833333,0.689189189,0.79,3.066995353,0.218773355,0.781226645,0.686105085
Starch Foam,27.34,9.73,77,79,83,118.19,Food,FALSE,0.308333333,0.689189189,0.83,4.322969849,0.220092712,0.779907288,0.740650245
Seaweed-based,24.09,8.71,68,158,100,68.37,Food,FALSE,0.6375,0.567567568,1,2.838106981,0.218532916,0.781467084,0.656262041
Kraft Paper,42.6,6.35,88,49,94,75.18,Food,FALSE,0.183333333,0.837837838,0.94,1.764788691,0.217405434,0.782594566,0.83916666
Cornstarch Polymer,37.66,12.56,70,71,76,60.2,Food,FALSE,0.275,0.594594595,0.76,1.598512969,0.217230767,0.782769233,0.707320687
Wheat Straw,5.58,9.7,81,128,96,77.91,Food,FALSE,0.5125,0.743243243,0.96,13.96236309,0.230218551,0.769781449,0.729293335
PLA Bioplastic,34.3,12.17,100,107,85,108.82,Food,FALSE,0.425,1,0.85,3.17259466,0.218884284,0.781115716,0.809028929
Corrugated Cardboard,41.39,16.86,97,37,70,12.47,Food,FALSE,0.133333333,0.959459459,0.7,0.301280495,0.21586807,0.78413193,0.840537487
Kraft Paper,38.72,20.15,88,112,88,57.74,Food,FALSE,0.445833333,0.837837838,0.88,1.49121897,0.217118058,0.782881942,0.761613503
Bagasse (Sugarcane),17.21,9.22,75,109,72,115.8,Food,FALSE,0.433333333,0.662162162,0.72,6.728645745,0.222619788,0.777380212,0.678660368
Cotton Padding,12.54,8.62,100,50,100,44.47,Food,FALSE,0.1875,1,1,3.546251711,0.219276797,0.780723203,0.898305801
Starch Foam,16.45,8.7,74,78,93,79.39,Food,FALSE,0.304166667,0.648648649,0.93,4.826139524,0.220621274,0.779378726,0.74939761
Mushroom Packaging,6.65,18.42,76,166,55,37.49,Food,FALSE,0.670833333,0.675675676,0.55,5.637593137,0.221473677,0.778526323,0.58962595
PLA-coated Paper,34.54,14.9,83,104,77,77.07,Food,FALSE,0.4125,0.77027027,0.77,2.231325934,0.217895514,0.782104486,0.727482202
Kraft Paper,23.15,9.82,74,97,64,51.51,Food,FALSE,0.383333333,0.648648649,0.64,2.2250539,0.217888926,0.782111074,0.67228903
Starch Foam,15.34,14.44,95,117,95,79.23,Food,FALSE,0.466666667,0.932432432,0.95,5.164927955,0.220977159,0.779022841,0.797818773
Cellulose Film,39.59,10.66,82,65,100,32.17,Food,FALSE,0.25,0.756756757,1,0.812578914,0.216405171,0.783594829,0.810425734
Wheat Straw,14.15,13.97,81,127,100,3.24,Food,FALSE,0.508333333,0.743243243,1,0.228975249,0.215792116,0.784207884,0.741941611
Palm Leaf,31.73,12.64,83,170,56,90.4,Food,FALSE,0.6875,0.77027027,0.56,2.849038675,0.2185444,0.7814556,0.616569981
Kraft Paper,46.03,12.77,65,112,88,121.49,Food,FALSE,0.445833333,0.527027027,0.88,2.639365574,0.218324145,0.781675855,0.668068738
Wheat Straw,22.95,1.49,93,117,56,62.91,Food,FALSE,0.466666667,0.905405405,0.56,2.741176351,0.218431094,0.781568906,0.712347181
Hemp Fiber,61.69,3.79,72,71,83,90.94,Food,FALSE,0.275,0.621621622,0.83,1.474144894,0.217100123,0.782899877,0.729461456
Cellulose Film,18.29,11.57,69,67,84,26.42,Food,FALSE,0.258333333,0.581081081,0.84,1.444505115,0.217068987,0.782931013,0.723473744
Cornstarch Polymer,22.16,12.89,62,80,41,44.1,Food,FALSE,0.3125,0.486486486,0.41,1.990072112,0.217642086,0.782357914,0.595410424
HDPE (Recycled),69.64,11.75,68,56,88,46.74,Food,FALSE,0.2125,0.567567568,0.88,0.671165987,0.216256622,0.783743378,0.739081115
Starch Foam,15.42,2.64,74,51,58,57.65,Food,FALSE,0.191666667,0.648648649,0.58,3.73865086,0.219478905,0.780521095,0.707808202
Seaweed-based,20.47,9.09,70,197,65,123.92,Food,FALSE,0.8,0.594594595,0.65,6.053736881,0.221910821,0.778089179,0.552900673
PLA Bioplastic,28.28,13.07,92,5,50,80.85,Food,FALSE,0,0.891891892,0.5,2.85891079,0.21855477,0.78144523,0.812928875
Jute Fiber,50.84,6.59,66,89,57,94.15,Food,FALSE,0.35,0.540540541,0.57,1.851888241,0.217496929,0.782503071,0.63428793
Corrugated Cardboard,36.17,12.83,77,53,72,92.6,Food,FALSE,0.2,0.689189189,0.72,2.560132636,0.218240914,0.781759086,0.746196528
Bagasse (Sugarcane),19.61,3.47,100,63,69,12.78,Food,FALSE,0.241666667,1,0.69,0.651708279,0.216236182,0.783763818,0.823524288
Palm Leaf,35.07,11.74,61,188,89,96.29,Food,FALSE,0.7625,0.472972973,0.89,2.745651476,0.218435795,0.781564205,0.574657943
Hemp Fiber,62.86,5.2,77,90,86,85.6,Food,FALSE,0.354166667,0.689189189,0.86,1.361756262,0.216982062,0.783017938,0.735969574
Jute Fiber,56.31,10.73,86,220,82,86.31,Food,FALSE,0.895833333,0.810810811,0.82,1.532765023,0.217161701,0.782838299,0.628994485
Seaweed-based,46.38,13.03,73,147,84,106.26,Food,FALSE,0.591666667,0.635135135,0.84,2.291073689,0.217958277,0.782041723,0.656134305
PLA-coated Paper,34.25,12.16,73,120,84,97.23,Food,FALSE,0.479166667,0.635135135,0.84,2.838832034,0.218533678,0.781466322,0.684115454
Recycled Paper,19.31,7.81,88,30,76,109.25,Food,FALSE,0.104166667,0.837837838,0.76,5.657690023,0.221494788,0.778505212,0.821935988
PLA Bioplastic,20.21,15.53,77,104,80,36.97,Food,FALSE,0.4125,0.689189189,0.8,1.829292339,0.217473192,0.782526808,0.709263459
Corrugated Cardboard,21.99,0.68,100,5,75,24.5,Food,FALSE,0,1,0.75,1.114142742,0.216721953,0.783278047,0.895819512
PLA-coated Paper,40.48,15.43,74,82,56,65.23,Food,FALSE,0.320833333,0.648648649,0.56,1.611413004,0.217244318,0.782755682,0.672075182
Palm Leaf,22.58,10.29,87,122,90,77.63,Food,FALSE,0.4875,0.824324324,0.9,3.437998076,0.21916308,0.78083692,0.750631527
Corrugated Cardboard,41.36,12.43,64,88,84,103.38,Food,FALSE,0.345833333,0.513513514,0.84,2.499516381,0.218177239,0.781822761,0.681051411
Palm Leaf,34.3,9.56,80,118,74,53.05,Food,FALSE,0.470833333,0.72972973,0.74,1.546647185,0.217176284,0.782823716,0.694916515
Palm Leaf,6.42,14.88,63,117,61,118.37,Food,FALSE,0.466666667,0.5,0.61,18.43769183,0.234919724,0.765080276,0.596603402
Palm Leaf,29.49,9.82,85,20,92,65.34,Food,FALSE,0.0625,0.797297297,0.92,2.215666252,0.217879064,0.782120936,0.853094423
Mushroom Packaging,36.18,17.89,68,98,67,120.56,Food,FALSE,0.3875,0.567567568,0.67,3.332227658,0.219051972,0.780948028,0.652632277
PLA Bioplastic,25.93,14.41,54,100,31,94.94,Food,FALSE,0.395833333,0.378378378,0.31,3.661395925,0.219397752,0.780602248,0.521705742
Mushroom Packaging,20.68,6.87,100,131,48,30.85,Food,FALSE,0.525,1,0.48,1.491779425,0.217118647,0.782881353,0.710470338
Mushroom Packaging,21.53,9.82,63,58,80,71.14,Food,FALSE,0.220833333,0.5,0.8,3.304226507,0.219022558,0.780977442,0.700036027
Glassine Paper,47.32,3.28,83,127,64,67.16,Food,FALSE,0.508333333,0.77027027,0.64,1.419273005,0.217042482,0.782957518,0.677737127
Palm Leaf,9.58,12.26,78,11,66,70.84,Food,FALSE,0.025,0.702702703,0.66,7.394571253,0.223319319,0.776680681,0.780730981
Palm Leaf,41.1,9.82,94,123,94,93.78,Food,FALSE,0.491666667,0.918918919,0.94,2.281751769,0.217948485,0.782051515,0.786271888
Bagasse (Sugarcane),23.03,18.28,68,131,75,49.87,Food,FALSE,0.525,0.567567568,0.75,2.165436293,0.2178263,0.7821737,0.634563695
HDPE (Recycled),74.22,11.16,77,95,78,88.92,Food,FALSE,0.375,0.689189189,0.78,1.198059806,0.216810105,0.783189895,0.71480423
Corrugated Cardboard,54.71,9.82,71,138,48,58.35,Food,FALSE,0.554166667,0.608108108,0.48,1.066532607,0.216671941,0.783328059,0.585722781
Hemp Fiber,66.82,11.77,90,82,95,107.18,Food,FALSE,0.320833333,0.864864865,0.95,1.604010751,0.217236542,0.782763458,0.814941991
Corrugated Cardboard,36.73,9.18,100,114,61,26.71,Food,FALSE,0.454166667,1,0.61,0.727198456,0.216315482,0.783684518,0.754379463
Wheat Straw,36.92,16.1,80,155,74,40.53,Food,FALSE,0.625,0.72972973,0.74,1.097778952,0.216704764,0.783295236,0.656492728
PLA Bioplastic,35.19,3.29,42,92,45,5.13,Food,FALSE,0.3625,0.216216216,0.45,0.145780047,0.215704723,0.784295277,0.510313684
Paperboard,48.24,3.28,81,5,61,72.52,Food,FALSE,0,0.743243243,0.61,1.503316718,0.217130767,0.782869233,0.790690281
PLA Bioplastic,24.05,8.55,72,83,61,60.21,Food,FALSE,0.325,0.621621622,0.61,2.503534199,0.218181459,0.781818541,0.672691122
Recycled Paper,37.91,18.69,66,79,43,137.44,Food,FALSE,0.308333333,0.540540541,0.43,3.625428551,0.219359969,0.780640031,0.616238836
PLA-coated Paper,31.58,3.64,53,138,68,72.3,Food,FALSE,0.554166667,0.364864865,0.68,2.289423613,0.217956544,0.782043456,0.552428657
Starch Foam,12.45,6.21,94,132,49,22.17,Food,FALSE,0.529166667,0.918918919,0.49,1.780722749,0.217422172,0.782577828,0.687028466
Bamboo Fiber,55.24,9.89,80,70,48,8.79,Food,FALSE,0.270833333,0.72972973,0.48,0.15912382,0.21571874,0.78428126,0.693280901
Glassine Paper,47.1,10.93,94,121,82,84.1,Food,FALSE,0.483333333,0.918918919,0.82,1.785562595,0.217427256,0.782572744,0.764485528
Jute Fiber,55.58,13.65,76,145,41,28.48,Food,FALSE,0.583333333,0.675675676,0.41,0.512414528,0.216089859,0.783910141,0.584846905
PLA Bioplastic,20.66,11.27,100,85,77,83.37,Food,FALSE,0.333333333,1,0.77,4.035333783,0.21979056,0.78020944,0.815719027
Cornstarch Polymer,34.23,8.17,80,100,48,67.38,Food,FALSE,0.395833333,0.72972973,0.48,1.968448672,0.217619371,0.782380629,0.661555743
Cornstarch Polymer,26.41,15.03,66,116,74,111.03,Food,FALSE,0.4625,0.540540541,0.74,4.204089201,0.219967832,0.780032168,0.639545204
Hemp Fiber,34.3,12.28,82,196,89,83.03,Food,FALSE,0.795833333,0.756756757,0.89,2.420699638,0.218094445,0.781905555,0.651545083
Hemp Fiber,65.66,8.17,100,66,80,87.87,Food,FALSE,0.254166667,1,0.8,1.338257671,0.216957378,0.783042622,0.842218989
Recycled Paper,50.3,3,94,96,53,109.7,Food,FALSE,0.379166667,0.918918919,0.53,2.18091447,0.217842559,0.782157441,0.732423369
Bagasse (Sugarcane),19.88,1.86,50,51,100,21.57,Food,FALSE,0.191666667,0.324324324,1,1.085010006,0.21669135,0.78330865,0.695207793
HDPE (Recycled),53.45,9.55,78,101,58,75.21,Food,FALSE,0.4,0.702702703,0.58,1.407109422,0.217029704,0.782970296,0.672553385
Mushroom Packaging,39.26,12.48,90,53,7,33.15,Food,FALSE,0.2,0.864864865,0.07,0.844370839,0.216438567,0.783561433,0.669349818
Paperboard,48.61,16.15,64,60,67,69.88,Food,FALSE,0.229166667,0.513513514,0.67,1.437564258,0.217061696,0.782938304,0.676496963
Palm Leaf,19.27,8.31,100,108,72,42.62,Food,FALSE,0.429166667,1,0.72,2.21172796,0.217874927,0.782125073,0.782239601
Corrugated Cardboard,48,10.34,82,139,69,55.38,Food,FALSE,0.558333333,0.756756757,0.69,1.153749976,0.216763559,0.783236441,0.671252804
Mushroom Packaging,37.69,2.65,79,188,38,54.92,Food,FALSE,0.7625,0.716216216,0.38,1.457150399,0.217082271,0.782917729,0.545969297
Corrugated Cardboard,35.32,8.19,67,120,66,46.19,Food,FALSE,0.479166667,0.554054054,0.66,1.307757607,0.216925339,0.783074661,0.624193215
Recycled Paper,27.67,1.55,94,62,89,88.82,Food,FALSE,0.2375,0.918918919,0.89,3.209974586,0.21892355,0.78107645,0.839569788
HDPE (Recycled),62.36,2.29,79,109,79,98.85,Food,FALSE,0.433333333,0.716216216,0.79,1.585150712,0.21721673,0.78278327,0.710227349
Mushroom Packaging,16.96,11.66,67,114,30,76.44,Food,FALSE,0.454166667,0.554054054,0.3,4.507075206,0.220286108,0.779713892,0.557603023
Cotton Padding,34.16,13.61,68,135,54,104.97,Food,FALSE,0.541666667,0.567567568,0.54,3.072892182,0.21877955,0.78122045,0.588158716
Jute Fiber,34.3,9.82,76,26,65,95.67,Food,FALSE,0.0875,0.675675676,0.65,2.789212747,0.218481555,0.781518445,0.756207314
Cellulose Film,15.48,6.33,88,125,88,43.49,Food,FALSE,0.5,0.837837838,0.88,2.809431343,0.218502793,0.781497207,0.747725653
Paperboard,29.12,3.88,94,125,79,24.77,Food,FALSE,0.5,0.918918919,0.79,0.850618103,0.21644513,0.78355487,0.754564393
Cotton Padding,39.5,9.82,95,157,43,103.68,Food,FALSE,0.633333333,0.932432432,0.43,2.62481006,0.218308855,0.781691145,0.652819183
Cornstarch Polymer,34.3,19.14,78,133,79,50.62,Food,FALSE,0.533333333,0.702702703,0.79,1.475801706,0.217101863,0.782898137,0.681202012
Glassine Paper,42.43,22.03,100,60,67,88.36,Food,FALSE,0.229166667,1,0.67,2.082488756,0.217739166,0.782260834,0.822273542
Jute Fiber,48.53,16.43,56,68,100,0.97,Food,FALSE,0.2625,0.405405405,1,0.019987636,0.215572582,0.784427418,0.702103476
Bamboo Fiber,62.2,11.63,76,164,55,59.59,Food,FALSE,0.6625,0.675675676,0.55,0.95803857,0.216557971,0.783442029,0.59293821
PLA-coated Paper,62.95,7.45,90,15,66,33.91,Food,FALSE,0.041666667,0.864864865,0.66,0.538681485,0.216117452,0.783882548,0.82701343
Cotton Padding,23.09,9.82,67,122,65,94.99,Food,FALSE,0.4875,0.554054054,0.65,4.113901944,0.219873093,0.780126907,0.619372943
Cotton Padding,41.12,15.99,97,148,54,82.51,Food,FALSE,0.595833333,0.959459459,0.54,2.006566099,0.217659412,0.782340588,0.692464651
Recycled Paper,47.16,5.47,59,174,58,63.22,Food,FALSE,0.704166667,0.445945946,0.58,1.340542804,0.216959778,0.783040222,0.519502173
Mushroom Packaging,32.26,5.32,61,50,66,38.73,Food,FALSE,0.1875,0.472972973,0.66,1.200557929,0.216812729,0.783187271,0.67281371
Kraft Paper,44.61,17.25,69,137,99,37.83,Food,FALSE,0.55,0.581081081,0.99,0.848016121,0.216442397,0.783557603,0.680713725
Corrugated Cardboard,33.4,7.07,85,49,69,20.34,Food,FALSE,0.183333333,0.797297297,0.69,0.608982018,0.2161913,0.7838087,0.777308031
HDPE (Recycled),69.55,10.92,79,70,78,60.04,Food,FALSE,0.270833333,0.716216216,0.78,0.863263827,0.216458414,0.783541586,0.749041928
Wheat Straw,26.59,9.82,85,39,69,104.03,Food,FALSE,0.141666667,0.797297297,0.69,3.912372925,0.219661394,0.780338606,0.786857174
Bagasse (Sugarcane),14.8,13.23,65,5,32,54.84,Food,FALSE,0,0.527027027,0.32,3.705405155,0.219443982,0.780556018,0.667247113
Cellulose Film,25.19,3.43,89,115,84,51.68,Food,FALSE,0.458333333,0.851351351,0.84,2.051607699,0.217706727,0.782293273,0.75439539
Recycled Paper,36.07,8.49,73,136,75,35.58,Food,FALSE,0.545833333,0.635135135,0.75,0.986415276,0.21658778,0.78341222,0.649935262
Bamboo Fiber,58.27,9.82,80,114,50,14.59,Food,FALSE,0.454166667,0.72972973,0.5,0.250386129,0.215814608,0.784185392,0.6514236
Seaweed-based,39.53,7.27,94,100,69,15.6,Food,FALSE,0.395833333,0.918918919,0.69,0.394636975,0.215966138,0.784033862,0.760725808
Hemp Fiber,77.73,9.48,85,42,72,65.33,Food,FALSE,0.154166667,0.797297297,0.72,0.840473423,0.216434473,0.783565527,0.790538904
Bagasse (Sugarcane),35.51,0.79,77,162,74,28.02,Food,FALSE,0.654166667,0.689189189,0.74,0.789073478,0.21638048,0.78361952,0.63711997
Jute Fiber,44.91,14,98,134,63,100.74,Food,FALSE,0.5375,0.972972973,0.63,2.243152923,0.217907938,0.782092062,0.729039907
Recycled Paper,40.76,9.9,93,73,87,37.66,Food,FALSE,0.283333333,0.905405405,0.87,0.923945021,0.216522157,0.783477843,0.820657749
Bamboo Fiber,50.05,15.52,74,58,44,75.55,Food,FALSE,0.220833333,0.648648649,0.44,1.509490479,0.217137252,0.782862748,0.673101948
Seaweed-based,20.14,15.81,65,9,74,85.02,Food,FALSE,0.016666667,0.527027027,0.74,4.221449641,0.219986068,0.780013932,0.746944924
Jute Fiber,61.86,16.66,90,191,51,70.98,Food,FALSE,0.775,0.864864865,0.51,1.147429661,0.21675692,0.78324308,0.613520229
Jute Fiber,68.44,6.85,85,179,41,86.29,Food,FALSE,0.725,0.797297297,0.41,1.260812372,0.216876024,0.783123976,0.585720183
Cotton Padding,37,9.98,96,173,69,21.1,Food,FALSE,0.7,0.945945946,0.69,0.570270255,0.216150635,0.783849365,0.692746125
Seaweed-based,34.3,11.03,87,110,100,130.68,Food,FALSE,0.4375,0.824324324,1,3.809912425,0.219553763,0.780446237,0.783033857
Glassine Paper,33.48,14.38,70,129,67,103.78,Food,FALSE,0.516666667,0.594594595,0.67,3.099760959,0.218807774,0.781192226,0.628509768
Corrugated Cardboard,36.9,9.04,83,76,70,87.61,Food,FALSE,0.295833333,0.77027027,0.7,2.374254678,0.218045656,0.781954344,0.742611334
HDPE (Recycled),64.91,9.18,89,84,57,70.99,Food,FALSE,0.329166667,0.851351351,0.57,1.093668139,0.216700445,0.783299555,0.732938627
Seaweed-based,23.96,10.57,85,62,78,101.19,Food,FALSE,0.2375,0.797297297,0.78,4.223288638,0.219988,0.780012,0.780817189
Starch Foam,16.85,18.03,55,150,82,56.46,Food,FALSE,0.604166667,0.391891892,0.82,3.350741641,0.219071421,0.780928579,0.575758046
Starch Foam,22.56,19.16,80,204,38,82.76,Food,FALSE,0.829166667,0.72972973,0.38,3.668439554,0.219405151,0.780594849,0.532775965
Jute Fiber,64.5,15.51,81,99,89,86.99,Food,FALSE,0.391666667,0.743243243,0.89,1.34868215,0.216968329,0.783031671,0.748814224
Kraft Paper,40.2,16,86,96,65,103.26,Food,FALSE,0.379166667,0.810810811,0.65,2.568656653,0.218249868,0.781750132,0.72388911
Glassine Paper,42,10.55,91,105,62,84.09,Food,FALSE,0.416666667,0.878378378,0.62,2.002142809,0.217654766,0.782345234,0.728933155
Glassine Paper,34.3,11.21,79,107,100,80.63,Food,FALSE,0.425,0.716216216,1,2.350728794,0.218020943,0.781979057,0.754109629
Cellulose Film,34.3,9.23,84,121,47,75.15,Food,FALSE,0.483333333,0.783783784,0.47,2.190962035,0.217853114,0.782146886,0.653838523
Glassine Paper,48.7,17.44,73,130,98,97.8,Food,FALSE,0.520833333,0.635135135,0.98,2.008213511,0.217661143,0.782338857,0.701916922
Mushroom Packaging,22.98,10.77,79,99,52,2.66,Food,FALSE,0.391666667,0.716216216,0.52,0.115752824,0.21567318,0.78432682,0.667029903
Cotton Padding,15.6,13.06,87,68,85,89.86,Food,FALSE,0.2625,0.824324324,0.85,5.760256041,0.22160253,0.77839747,0.796271665
Seaweed-based,16.37,9.28,64,129,100,82.82,Food,FALSE,0.516666667,0.513513514,1,5.059254425,0.220866152,0.779133848,0.669670849
Cotton Padding,23.99,11.15,61,129,68,83.02,Food,FALSE,0.516666667,0.472972973,0.68,3.460608443,0.219186832,0.780813168,0.593928517
Recycled Paper,34.71,26.1,73,70,51,53.72,Food,FALSE,0.270833333,0.635135135,0.51,1.547680739,0.217177369,0.782822631,0.670537865
PLA-coated Paper,53.92,20.7,81,132,100,30.24,Food,FALSE,0.529166667,0.743243243,1,0.56083085,0.216140719,0.783859281,0.736646127
Glassine Paper,50.38,13.79,86,61,69,110.44,Food,FALSE,0.233333333,0.810810811,0.69,2.192139694,0.217854351,0.782145649,0.768446322
PLA Bioplastic,26.34,3.84,80,96,45,100.32,Food,FALSE,0.379166667,0.72972973,0.45,3.808655892,0.219552443,0.780447557,0.659239141
Bagasse (Sugarcane),33.92,8.3,66,75,77,41.28,Food,FALSE,0.291666667,0.540540541,0.77,1.216981096,0.216829981,0.783170019,0.689038
Palm Leaf,42.96,2.44,95,98,86,101.78,Food,FALSE,0.3875,0.932432432,0.86,2.369180578,0.218040326,0.781959674,0.800344648
Wheat Straw,34.3,13.56,73,95,62,112.93,Food,FALSE,0.375,0.635135135,0.62,3.292419729,0.219010156,0.780989844,0.666038002
Mushroom Packaging,33.66,3.85,80,5,77,66.58,Food,FALSE,0,0.72972973,0.77,1.97801539,0.217629421,0.782370579,0.818511564
Bagasse (Sugarcane),12.21,11.92,77,124,69,44.16,Food,FALSE,0.495833333,0.689189189,0.69,3.61670732,0.219350808,0.780649192,0.665960721
Hemp Fiber,64.24,13.44,70,82,78,66.32,Food,FALSE,0.320833333,0.594594595,0.78,1.032378564,0.216636063,0.783363937,0.700011029
Recycled Paper,39.22,6.2,85,100,67,69.2,Food,FALSE,0.395833333,0.797297297,0.67,1.76440587,0.217405031,0.782594969,0.719879598
Kraft Paper,43.25,2.36,100,89,42,94.68,Food,FALSE,0.35,1,0.42,2.189132897,0.217851192,0.782148808,0.742037202
Glassine Paper,52.38,11.08,97,73,69,17.34,Food,FALSE,0.283333333,0.959459459,0.69,0.331042376,0.215899334,0.784100666,0.801029671
Palm Leaf,0.95,11.45,60,5,81,72.04,Food,FALSE,0,0.459459459,0.81,75.83149912,0.295209872,0.704790128,0.72603537
Paperboard,37.7,9.82,61,5,53,97.11,Food,FALSE,0,0.472972973,0.53,2.575862001,0.218257437,0.781742563,0.693327533
Hemp Fiber,68.07,10.19,100,157,53,55.54,Food,FALSE,0.633333333,1,0.53,0.815924771,0.216408686,0.783591314,0.693564495
Paperboard,40.69,11.7,75,81,83,120.75,Food,FALSE,0.316666667,0.662162162,0.83,2.967559524,0.218668901,0.781331099,0.730814757
Mushroom Packaging,20.02,6.19,71,73,69,77.82,Food,FALSE,0.283333333,0.608108108,0.69,3.887112693,0.219634859,0.780365141,0.694690384
HDPE (Recycled),66.92,4.06,80,34,83,43.82,Food,FALSE,0.120833333,0.72972973,0.83,0.654811706,0.216239442,0.783760558,0.800650725
Paperboard,38.2,21.95,75,130,58,52.91,Food,FALSE,0.520833333,0.662162162,0.58,1.385078498,0.217006562,0.782993438,0.630188675
Starch Foam,14.23,7.51,83,85,69,5.89,Food,FALSE,0.333333333,0.77027027,0.69,0.413914237,0.215986388,0.784013612,0.731751151
Palm Leaf,35.21,13.91,75,57,90,58.74,Food,FALSE,0.216666667,0.662162162,0.9,1.668276011,0.21730405,0.78269595,0.770155969
Starch Foam,25.94,11.69,91,60,84,65.66,Food,FALSE,0.229166667,0.878378378,0.84,2.531225808,0.218210548,0.781789452,0.81966921
PLA-coated Paper,45.23,6.92,99,133,40,84.28,Food,FALSE,0.533333333,0.986486486,0.4,1.863364982,0.217508985,0.782491015,0.688235366
Seaweed-based,26.76,10.76,74,95,37,89.29,Food,FALSE,0.375,0.648648649,0.37,3.336696437,0.219056667,0.780943333,0.620080428
Wheat Straw,26.15,13.5,62,5,53,100.1,Food,FALSE,0,0.486486486,0.53,3.827915724,0.219572675,0.780427325,0.697052777
PLA Bioplastic,28.7,7.09,89,109,59,51.14,Food,FALSE,0.433333333,0.851351351,0.59,1.781881471,0.217423389,0.782576611,0.710716225
