ProductID,ProductName,ProductCategory,Weight_g,FragilityLevel,Dimensions_cm,MaterialType,SustainabilityScore,Material_Type_ID,Strength_mpa,Weight_Capacity_kg,Biodegradability_Score,CO2_Emission_Score,Recyclability_Percent,SuggestedEcoMaterial,CostPerPackage
PROD-3485,Laptop Model 791,Laptop,2740.02,4,8x37x16,Cardboard,53.32,2,152.58,15.26,2.27,41.23,73.74,Recycled PET,222.21
PROD-3486,Headphones Model 271,Headphones,2229.89,4,13x10x15,Cardboard,76.44,2,297.51,29.75,4.46,23.18,97.68,Recycled PET,210.65
PROD-3487,Camera Model 373,Camera,633.58,4,35x38x13,Aluminum,26.83,1,306.47,30.65,6.15,98.08,3.7,Recycled PET,130.68
PROD-3488,Tablet Model 234,Tablet,2537.95,1,42x17x5,Cardboard,72.39,4,69.7,6.97,10.0,59.25,53.99,Recycled PET,156.58
PROD-3489,Tablet Model 821,Tablet,651.14,5,36x26x17,Cardboard,35.57,2,278.83,27.88,2.14,64.18,44.99,Recycled PET,144.6
PROD-3490,Smartwatch Model 521,Smartwatch,2241.55,1,33x15x7,Composite,47.1,1,15.85,1.58,8.14,82.2,24.24,Molded Pulp,140.3
PROD-3491,Headphones Model 285,Headphones,2072.53,1,9x5x8,Aluminum,78.23,1,255.59,25.56,9.99,48.69,63.78,Recycled PET,155.79
PROD-3492,Smartphone Model 463,Smartphone,2288.72,4,14x14x18,Cardboard,42.81,1,351.79,35.18,8.25,85.62,16.36,Bio-Polymer,219.69
PROD-3493,Tablet Model 706,Tablet,1621.42,3,28x11x2,Plastic,48.65,2,45.69,4.57,7.9,75.01,28.39,Recycled PET,141.11
PROD-3494,Laptop Model 622,Laptop,1934.24,3,48x29x18,Cardboard,60.22,4,469.97,47.0,3.33,40.59,78.18,Bio-Polymer,198.1
PROD-3495,Smartwatch Model 990,Smartwatch,2862.29,3,20x19x18,Composite,31.75,2,234.79,23.48,1.03,60.15,46.04,Bio-Polymer,221.56
PROD-3496,Laptop Model 295,Laptop,348.21,1,30x39x9,Composite,71.76,4,469.82,46.98,3.03,21.01,99.37,Bio-Polymer,88.62
PROD-3497,Smartphone Model 197,Smartphone,961.1,4,27x13x3,Aluminum,55.62,2,62.63,6.26,8.11,69.9,38.65,Bio-Polymer,123.54
PROD-3498,Headphones Model 121,Headphones,1853.5,3,22x20x19,Composite,35.66,1,475.45,47.55,1.97,60.98,46.33,Bio-Polymer,195.83
PROD-3499,Laptop Model 271,Laptop,2893.96,2,22x38x2,Composite,32.68,1,63.51,6.35,3.67,77.78,30.03,Molded Pulp,190.44
PROD-3500,Camera Model 525,Camera,331.94,2,20x37x4,Plastic,38.43,3,236.13,23.61,6.06,78.4,23.63,Bio-Polymer,80.7
PROD-3501,Smartphone Model 602,Smartphone,116.52,2,31x24x17,Composite,80.21,1,469.62,46.96,6.22,25.06,92.23,Bio-Polymer,92.64
PROD-3502,Smartphone Model 184,Smartphone,214.46,5,18x36x10,Cardboard,68.48,4,124.03,12.4,5.89,42.02,74.88,Bio-Polymer,109.54
PROD-3503,Tablet Model 243,Tablet,204.6,4,36x6x14,Composite,59.32,1,27.04,2.7,9.83,70.73,33.34,Molded Pulp,83.49
PROD-3504,Camera Model 778,Camera,2728.06,1,26x21x7,Plastic,46.45,3,398.62,39.86,1.11,45.62,70.02,Recycled PET,201.51
PROD-3505,Smartwatch Model 323,Smartwatch,2177.71,1,21x38x8,Aluminum,79.5,1,301.98,30.2,5.39,24.97,96.58,Bio-Polymer,162.65
PROD-3506,Smartwatch Model 278,Smartwatch,2047.46,4,33x21x9,Plastic,26.6,1,261.82,26.18,5.54,96.22,7.4,Molded Pulp,198.06
PROD-3507,Smartphone Model 364,Smartphone,1591.59,5,27x37x6,Cardboard,30.43,2,26.83,2.68,3.64,79.59,26.45,Molded Pulp,167.21
PROD-3508,Laptop Model 528,Laptop,2356.76,4,41x27x2,Cardboard,34.94,4,330.08,33.01,5.73,82.28,20.06,Molded Pulp,220.9
PROD-3509,Camera Model 515,Camera,509.16,5,30x14x11,Aluminum,80.43,3,94.1,9.41,7.06,28.44,86.98,Recycled PET,120.53
PROD-3510,Headphones Model 826,Headphones,1206.23,3,33x39x13,Plastic,38.97,2,466.29,46.63,7.05,84.66,17.92,Molded Pulp,162.15
PROD-3511,Headphones Model 653,Headphones,1495.51,3,48x11x17,Plastic,25.65,3,346.01,34.6,1.79,69.22,30.81,Bio-Polymer,163.34
PROD-3512,Headphones Model 579,Headphones,375.71,5,24x33x4,Aluminum,65.52,1,356.45,35.64,8.22,56.54,54.39,Bio-Polymer,140.02
PROD-3513,Tablet Model 429,Tablet,1287.57,4,32x11x15,Aluminum,74.77,3,123.96,12.4,9.38,50.08,62.11,Bio-Polymer,146.31
PROD-3514,Tablet Model 906,Tablet,983.68,3,40x14x3,Aluminum,56.94,2,441.57,44.16,2.11,35.5,80.82,Recycled PET,147.69
PROD-3515,Laptop Model 882,Laptop,154.97,4,26x20x4,Aluminum,43.44,1,273.49,27.35,4.75,66.93,40.73,Molded Pulp,103.99
PROD-3516,Headphones Model 222,Headphones,453.37,3,44x15x12,Cardboard,54.48,2,429.97,43.0,5.61,57.61,53.42,Bio-Polymer,120.31
PROD-3517,Tablet Model 438,Tablet,2303.91,4,47x37x3,Cardboard,66.78,4,142.76,14.28,2.21,22.92,96.55,Bio-Polymer,198.91
PROD-3518,Laptop Model 447,Laptop,103.21,4,37x23x11,Aluminum,39.96,4,380.18,38.02,5.53,73.29,29.74,Bio-Polymer,114.34
PROD-3519,Headphones Model 134,Headphones,2806.05,2,23x16x11,Composite,26.33,4,291.54,29.15,2.86,80.71,24.81,Recycled PET,209.19
PROD-3520,Camera Model 495,Camera,304.95,5,11x15x19,Aluminum,80.31,3,33.73,3.37,9.42,43.11,71.06,Bio-Polymer,104.15
PROD-3521,Camera Model 688,Camera,2407.75,1,20x37x7,Composite,66.41,4,208.62,20.86,5.04,34.86,77.11,Molded Pulp,164.45
PROD-3522,Headphones Model 246,Headphones,2700.92,5,21x29x11,Composite,64.7,3,100.12,10.01,9.95,68.61,41.48,Molded Pulp,230.8
PROD-3523,Tablet Model 619,Tablet,2826.35,4,35x5x8,Plastic,18.45,3,186.0,18.6,1.42,82.37,21.3,Recycled PET,230.56
PROD-3524,Laptop Model 439,Laptop,2609.06,4,24x13x12,Composite,55.33,2,197.84,19.78,2.15,38.96,77.89,Recycled PET,218.78
PROD-3525,Smartwatch Model 790,Smartwatch,898.27,5,6x5x13,Composite,60.19,1,242.71,24.27,4.99,46.27,67.05,Recycled PET,153.31
PROD-3526,Headphones Model 550,Headphones,1032.61,4,43x9x13,Composite,88.05,1,304.14,30.41,8.87,26.34,87.62,Molded Pulp,151.38
PROD-3527,Headphones Model 235,Headphones,1308.31,3,18x36x9,Cardboard,74.65,2,289.78,28.98,6.0,32.95,84.43,Recycled PET,149.19
PROD-3528,Headphones Model 294,Headphones,460.93,4,48x13x11,Plastic,42.68,4,29.11,2.91,7.59,84.58,20.52,Recycled PET,95.25
PROD-3529,Smartphone Model 927,Smartphone,115.7,5,46x37x7,Plastic,69.19,2,377.84,37.78,4.81,35.75,83.23,Molded Pulp,128.32
PROD-3530,Camera Model 432,Camera,2613.91,5,18x13x13,Composite,15.97,2,475.1,47.51,1.36,87.82,17.52,Bio-Polymer,263.86
PROD-3531,Headphones Model 426,Headphones,1684.68,5,23x29x13,Cardboard,79.14,1,180.85,18.09,6.83,33.3,86.37,Recycled PET,186.76
PROD-3532,Camera Model 325,Camera,1845.73,2,17x32x4,Aluminum,73.04,3,98.08,9.81,6.71,39.85,77.03,Bio-Polymer,142.39
PROD-3533,Smartphone Model 889,Smartphone,2784.62,2,34x15x3,Cardboard,40.76,2,274.6,27.46,1.64,53.43,56.99,Bio-Polymer,206.87
PROD-3534,Smartphone Model 527,Smartphone,2012.1,2,13x37x17,Plastic,48.69,2,355.41,35.54,2.54,47.69,64.22,Bio-Polymer,173.19
PROD-3535,Smartphone Model 365,Smartphone,2088.02,2,29x5x6,Composite,27.39,3,342.66,34.27,5.29,93.65,10.41,Bio-Polymer,177.86
PROD-3536,Tablet Model 307,Tablet,2371.56,2,21x5x14,Cardboard,22.47,1,309.93,30.99,5.02,96.03,3.99,Recycled PET,190.56
PROD-3537,Camera Model 811,Camera,393.23,2,22x8x16,Composite,50.93,4,81.65,8.17,7.77,74.61,33.06,Recycled PET,66.93
PROD-3538,Smartphone Model 405,Smartphone,1112.48,2,18x9x2,Aluminum,67.23,2,420.04,42.0,4.49,37.71,82.14,Recycled PET,136.56
PROD-3539,Smartwatch Model 444,Smartwatch,2906.21,5,30x8x18,Cardboard,55.83,4,218.55,21.86,6.97,61.5,46.58,Molded Pulp,253.2
PROD-3540,Smartphone Model 799,Smartphone,2772.64,1,32x10x5,Aluminum,42.76,4,118.52,11.85,7.34,83.59,22.34,Molded Pulp,175.64
PROD-3541,Laptop Model 593,Laptop,2658.02,2,11x5x11,Aluminum,77.29,2,52.27,5.23,6.81,31.63,83.45,Bio-Polymer,179.59
PROD-3542,Camera Model 519,Camera,1383.66,5,17x36x15,Plastic,39.18,4,214.19,21.42,6.37,82.88,22.86,Molded Pulp,175.14
PROD-3543,Smartphone Model 890,Smartphone,2578.72,1,37x34x10,Plastic,81.93,2,312.81,31.28,8.25,37.99,81.55,Bio-Polymer,186.42
PROD-3544,Tablet Model 233,Tablet,192.77,2,10x14x12,Composite,54.83,3,336.04,33.6,6.91,66.44,45.3,Bio-Polymer,82.35
PROD-3545,Headphones Model 526,Headphones,488.13,1,43x24x13,Aluminum,61.84,3,481.74,48.17,8.51,62.15,46.35,Recycled PET,95.01
PROD-3546,Smartphone Model 629,Smartphone,1271.2,1,26x16x15,Aluminum,43.28,3,85.04,8.5,6.73,81.33,27.27,Recycled PET,97.74
PROD-3547,Camera Model 240,Camera,1476.01,3,46x18x3,Plastic,63.73,3,493.03,49.3,2.43,27.54,90.02,Molded Pulp,178.68
PROD-3548,Tablet Model 945,Tablet,827.35,4,6x10x4,Aluminum,20.47,1,330.79,33.08,3.79,97.47,8.88,Recycled PET,145.12
PROD-3549,Smartwatch Model 757,Smartwatch,1101.61,3,27x13x4,Cardboard,24.56,3,232.57,23.26,3.97,88.51,14.44,Molded Pulp,133.13
PROD-3550,Tablet Model 543,Tablet,530.19,1,5x6x16,Aluminum,45.53,2,445.22,44.52,1.85,50.45,63.59,Recycled PET,97.5
PROD-3551,Smartphone Model 191,Smartphone,1492.95,5,47x20x18,Aluminum,79.93,2,350.3,35.03,7.23,33.26,85.01,Recycled PET,195.54
PROD-3552,Tablet Model 155,Tablet,2391.84,2,39x12x8,Plastic,31.15,2,180.87,18.09,6.36,90.18,9.55,Molded Pulp,178.5
PROD-3553,Tablet Model 771,Tablet,2001.01,4,25x39x8,Plastic,69.26,4,443.2,44.32,6.31,44.05,73.38,Bio-Polymer,214.49
PROD-3554,Smartphone Model 331,Smartphone,367.99,2,41x37x6,Composite,65.78,2,336.64,33.66,5.31,41.04,74.25,Molded Pulp,90.72
PROD-3555,Smartwatch Model 831,Smartwatch,1488.37,5,39x22x11,Plastic,58.44,1,352.43,35.24,5.89,52.37,58.15,Recycled PET,194.73
PROD-3556,Smartphone Model 167,Smartphone,2108.06,4,8x34x14,Cardboard,33.49,1,449.23,44.92,1.07,59.56,48.67,Bio-Polymer,220.69
PROD-3557,Camera Model 348,Camera,1613.19,3,37x8x10,Aluminum,26.73,1,229.72,22.97,1.87,73.11,32.11,Recycled PET,160.66
PROD-3558,Laptop Model 422,Laptop,1205.44,1,21x28x8,Composite,49.69,1,331.88,33.19,7.15,71.73,35.15,Recycled PET,118.73
PROD-3559,Laptop Model 617,Laptop,1884.65,5,17x30x18,Aluminum,53.88,1,374.9,37.49,3.35,43.91,67.44,Recycled PET,215.68
PROD-3560,Camera Model 528,Camera,2907.48,1,34x30x14,Plastic,11.8,1,232.43,23.24,1.97,93.14,6.53,Bio-Polymer,194.08
PROD-3561,Headphones Model 808,Headphones,329.98,1,22x25x3,Aluminum,50.93,3,50.89,5.09,3.96,49.75,58.49,Recycled PET,47.85
PROD-3562,Smartphone Model 247,Smartphone,1200.55,2,13x34x15,Aluminum,29.89,1,388.01,38.8,3.29,76.08,27.87,Molded Pulp,140.54
PROD-3563,Camera Model 949,Camera,1249.49,5,23x12x13,Cardboard,33.05,4,33.43,3.34,1.26,65.4,46.66,Molded Pulp,150.71
PROD-3564,Laptop Model 165,Laptop,1752.05,1,21x16x16,Aluminum,52.32,1,361.78,36.18,4.7,57.68,55.9,Molded Pulp,148.58
PROD-3565,Laptop Model 912,Laptop,498.92,3,9x38x19,Cardboard,58.11,2,456.33,45.63,1.24,29.69,88.57,Bio-Polymer,124.17
PROD-3566,Laptop Model 274,Laptop,571.1,4,7x9x3,Aluminum,38.76,2,180.01,18.0,1.0,57.89,57.91,Molded Pulp,115.95
PROD-3567,Smartwatch Model 594,Smartwatch,891.82,5,13x28x6,Plastic,46.16,4,60.01,6.0,8.13,84.26,22.72,Recycled PET,136.02
PROD-3568,Headphones Model 213,Headphones,2869.82,2,31x24x16,Composite,20.11,1,124.1,12.41,3.83,94.51,7.95,Bio-Polymer,194.38
PROD-3569,Smartphone Model 538,Smartphone,2215.62,5,49x6x3,Plastic,62.05,3,285.52,28.55,6.11,50.93,62.7,Recycled PET,226.38
PROD-3570,Tablet Model 246,Tablet,2002.0,2,33x39x4,Composite,47.42,3,471.9,47.19,3.68,56.57,54.5,Recycled PET,186.93
PROD-3571,Tablet Model 408,Tablet,2460.03,4,14x38x2,Aluminum,77.79,3,261.02,26.1,9.37,43.74,67.18,Recycled PET,219.22
PROD-3572,Laptop Model 849,Laptop,426.35,3,10x10x12,Plastic,57.81,3,65.24,6.52,7.56,62.72,45.94,Molded Pulp,83.18
PROD-3573,Camera Model 473,Camera,2585.03,1,20x5x6,Cardboard,66.8,1,317.61,31.76,4.32,28.8,82.51,Molded Pulp,187.14
PROD-3574,Headphones Model 527,Headphones,1804.76,5,29x31x11,Plastic,66.79,4,369.09,36.91,2.9,24.2,92.02,Bio-Polymer,212.41
PROD-3575,Smartphone Model 804,Smartphone,1039.22,2,42x30x17,Cardboard,11.36,3,202.71,20.27,2.24,99.58,4.0,Bio-Polymer,111.16
PROD-3576,Tablet Model 986,Tablet,2456.77,4,49x30x14,Aluminum,76.09,1,363.54,36.35,7.86,40.63,74.41,Molded Pulp,229.61
PROD-3577,Camera Model 762,Camera,2417.57,1,41x32x14,Aluminum,22.42,1,169.16,16.92,5.08,95.05,3.52,Molded Pulp,163.92
PROD-3578,Camera Model 374,Camera,2544.84,4,29x23x14,Composite,39.06,1,396.65,39.67,3.09,65.45,44.51,Recycled PET,236.01
PROD-3579,Laptop Model 175,Laptop,390.78,3,15x27x15,Plastic,64.8,1,177.13,17.71,9.28,64.28,46.16,Molded Pulp,93.05
PROD-3580,Smartwatch Model 959,Smartwatch,2909.62,1,14x38x9,Aluminum,59.82,1,135.49,13.55,4.51,47.39,69.62,Recycled PET,184.28
PROD-3581,Smartwatch Model 798,Smartwatch,2880.9,1,27x25x15,Composite,44.71,2,440.8,44.08,5.89,75.36,35.24,Molded Pulp,213.22
PROD-3582,Smartphone Model 639,Smartphone,1104.54,1,28x22x16,Composite,84.13,1,278.75,27.88,8.72,35.89,82.09,Recycled PET,107.46
PROD-3583,Tablet Model 791,Tablet,244.39,2,34x32x17,Aluminum,54.57,1,149.73,14.97,8.5,69.54,34.29,Molded Pulp,66.97
PROD-3584,Headphones Model 225,Headphones,542.81,1,18x25x3,Cardboard,47.52,1,468.19,46.82,6.74,77.16,34.25,Molded Pulp,99.4
PROD-3585,Smartphone Model 136,Smartphone,2978.85,4,9x35x4,Cardboard,49.36,2,348.52,34.85,9.0,84.89,22.28,Bio-Polymer,253.37
PROD-3586,Laptop Model 710,Laptop,1710.89,2,27x34x11,Composite,79.31,2,118.14,11.81,9.57,46.99,68.39,Bio-Polymer,136.38
PROD-3587,Laptop Model 226,Laptop,1102.03,1,47x34x18,Aluminum,42.26,4,311.17,31.12,9.42,93.84,7.66,Recycled PET,110.2
PROD-3588,Tablet Model 267,Tablet,900.2,4,40x11x6,Plastic,38.35,4,436.48,43.65,4.14,67.86,36.31,Bio-Polymer,158.94
PROD-3589,Camera Model 944,Camera,808.13,4,10x18x12,Plastic,34.31,1,351.12,35.11,4.57,77.53,26.69,Bio-Polymer,146.01
PROD-3590,Camera Model 442,Camera,2009.25,5,41x6x15,Composite,26.42,3,129.93,12.99,3.16,81.55,22.93,Molded Pulp,198.39
PROD-3591,Smartwatch Model 409,Smartwatch,1287.19,4,31x20x3,Plastic,37.78,1,327.94,32.79,8.53,94.32,6.1,Recycled PET,168.97
PROD-3592,Camera Model 627,Camera,2897.96,3,30x20x10,Aluminum,19.81,4,313.39,31.34,2.1,86.96,19.04,Bio-Polymer,229.54
PROD-3593,Smartwatch Model 518,Smartwatch,2067.34,1,13x9x5,Plastic,43.56,3,412.21,41.22,4.2,64.15,44.62,Bio-Polymer,169.97
PROD-3594,Smartwatch Model 784,Smartwatch,2386.53,1,11x36x6,Plastic,34.57,3,97.28,9.73,1.09,58.15,50.37,Molded Pulp,152.21
PROD-3595,Camera Model 939,Camera,913.59,1,7x34x9,Aluminum,41.58,4,352.82,35.28,6.35,79.44,26.95,Molded Pulp,105.86
PROD-3596,Smartwatch Model 538,Smartwatch,283.6,4,35x31x7,Cardboard,66.72,1,23.41,2.34,6.93,46.32,65.02,Molded Pulp,86.77
PROD-3597,Camera Model 184,Camera,1489.08,4,33x13x19,Cardboard,33.11,4,351.13,35.11,3.24,69.87,33.58,Recycled PET,179.39
PROD-3598,Laptop Model 843,Laptop,978.02,1,15x23x8,Composite,52.56,3,480.61,48.06,7.63,71.64,36.72,Molded Pulp,120.01
PROD-3599,Headphones Model 588,Headphones,646.15,2,14x9x8,Aluminum,64.69,2,95.45,9.55,4.43,37.25,78.26,Recycled PET,81.76
PROD-3600,Smartphone Model 745,Smartphone,2860.29,2,27x10x19,Cardboard,48.34,1,162.54,16.25,3.81,56.16,55.2,Molded Pulp,199.27
PROD-3601,Tablet Model 163,Tablet,1359.77,3,25x19x11,Plastic,95.61,4,295.61,29.56,9.61,26.5,95.32,Bio-Polymer,153.45
PROD-3602,Tablet Model 974,Tablet,565.39,5,10x28x2,Composite,46.75,4,368.87,36.89,6.3,71.76,35.93,Recycled PET,148.73
PROD-3603,Camera Model 688,Camera,636.02,3,32x32x11,Aluminum,62.75,4,178.74,17.87,3.27,34.91,82.78,Molded Pulp,106.12
PROD-3604,Tablet Model 757,Tablet,878.09,1,27x19x15,Aluminum,83.7,2,335.49,33.55,9.85,40.97,73.83,Molded Pulp,99.94
PROD-3605,Smartphone Model 412,Smartphone,2997.98,1,41x18x17,Composite,71.36,2,450.65,45.06,4.49,30.4,89.02,Bio-Polymer,218.67
PROD-3606,Tablet Model 912,Tablet,840.63,1,18x11x5,Cardboard,84.73,1,366.01,36.6,6.83,19.19,95.68,Bio-Polymer,103.81
PROD-3607,Smartwatch Model 565,Smartwatch,1019.97,5,22x19x18,Composite,30.52,1,358.4,35.84,7.51,97.84,0.77,Bio-Polymer,172.15
PROD-3608,Tablet Model 402,Tablet,1995.02,4,37x26x12,Composite,24.5,1,197.17,19.72,4.8,92.16,8.83,Molded Pulp,190.98
PROD-3609,Tablet Model 781,Tablet,917.19,5,45x21x16,Aluminum,63.75,4,456.6,45.66,5.82,45.09,67.43,Bio-Polymer,176.71
PROD-3610,Laptop Model 531,Laptop,686.62,3,44x22x9,Aluminum,36.04,2,145.89,14.59,3.16,67.2,39.02,Bio-Polymer,103.82
PROD-3611,Smartwatch Model 446,Smartwatch,517.98,4,7x18x3,Plastic,69.92,1,110.59,11.06,5.19,34.31,81.91,Recycled PET,107.4
PROD-3612,Camera Model 446,Camera,972.41,4,37x5x17,Composite,15.91,2,188.47,18.85,3.8,98.77,1.2,Recycled PET,135.13
PROD-3613,Smartphone Model 344,Smartphone,362.45,3,39x14x12,Aluminum,72.13,3,328.58,32.86,5.93,35.28,80.7,Recycled PET,104.97
PROD-3614,Headphones Model 924,Headphones,105.01,4,39x6x4,Aluminum,36.23,1,432.22,43.22,7.03,89.58,13.52,Molded Pulp,117.3
PROD-3615,Headphones Model 189,Headphones,2423.69,2,19x32x3,Aluminum,43.52,2,74.72,7.47,6.53,77.78,29.02,Recycled PET,169.61
PROD-3616,Headphones Model 688,Headphones,456.79,3,34x9x7,Aluminum,90.11,1,408.76,40.88,7.99,20.92,96.91,Molded Pulp,120.02
PROD-3617,Smartphone Model 442,Smartphone,2339.13,3,9x16x5,Composite,8.59,2,408.28,40.83,1.37,94.83,5.16,Bio-Polymer,214.65
PROD-3618,Smartwatch Model 200,Smartwatch,2402.75,2,28x29x15,Composite,27.77,2,297.59,29.76,1.71,73.92,34.9,Molded Pulp,190.47
PROD-3619,Camera Model 728,Camera,1636.86,5,47x37x6,Cardboard,16.46,4,382.72,38.27,2.85,91.35,8.45,Molded Pulp,206.01
PROD-3620,Smartwatch Model 500,Smartwatch,963.56,5,41x16x6,Composite,90.71,3,99.12,9.91,9.87,30.1,85.36,Bio-Polymer,143.18
PROD-3621,Smartwatch Model 636,Smartwatch,477.85,5,25x17x12,Aluminum,74.99,1,93.1,9.31,8.2,42.21,70.3,Recycled PET,117.7
PROD-3622,Laptop Model 597,Laptop,2223.58,4,37x10x12,Plastic,85.29,2,432.77,43.28,9.32,35.57,80.03,Recycled PET,223.38
PROD-3623,Smartphone Model 233,Smartphone,1824.09,2,16x34x6,Composite,45.43,1,254.09,25.41,3.45,59.81,52.73,Recycled PET,155.44
PROD-3624,Tablet Model 348,Tablet,1983.59,3,22x20x14,Cardboard,46.12,2,130.51,13.05,6.16,72.43,35.77,Bio-Polymer,165.86
PROD-3625,Headphones Model 649,Headphones,75.57,3,11x5x13,Composite,24.11,3,347.48,34.75,5.99,98.07,0.23,Molded Pulp,94.26
PROD-3626,Camera Model 174,Camera,2786.18,3,7x14x14,Aluminum,41.18,2,447.02,44.7,6.13,81.39,27.79,Bio-Polymer,238.6
PROD-3627,Camera Model 933,Camera,245.56,4,18x19x7,Cardboard,60.71,2,319.84,31.98,7.46,57.44,51.46,Bio-Polymer,113.54
PROD-3628,Tablet Model 602,Tablet,1132.08,4,43x20x16,Aluminum,58.05,1,180.2,18.02,4.55,43.61,66.44,Bio-Polymer,142.6
PROD-3629,Headphones Model 454,Headphones,1238.0,5,22x39x17,Aluminum,42.12,3,246.79,24.68,7.09,85.33,22.89,Bio-Polymer,170.67
PROD-3630,Smartphone Model 763,Smartphone,54.0,4,29x37x2,Composite,40.72,2,378.61,37.86,8.1,87.21,13.89,Molded Pulp,110.27
PROD-3631,Tablet Model 245,Tablet,1516.41,5,23x15x8,Composite,26.5,1,43.08,4.31,3.6,83.65,20.16,Recycled PET,163.59
PROD-3632,Smartphone Model 983,Smartphone,2270.79,5,7x5x9,Cardboard,59.29,2,116.41,11.64,9.51,71.41,35.41,Recycled PET,212.84
PROD-3633,Headphones Model 443,Headphones,2478.64,3,29x36x15,Cardboard,31.55,1,236.67,23.67,5.66,89.29,14.84,Bio-Polymer,201.26
PROD-3634,Headphones Model 134,Headphones,2644.22,4,40x8x17,Cardboard,39.79,3,306.08,30.61,7.59,83.78,15.68,Molded Pulp,233.97
PROD-3635,Camera Model 100,Camera,1488.77,5,15x26x8,Cardboard,32.87,4,176.19,17.62,7.56,95.9,4.38,Bio-Polymer,176.94
PROD-3636,Smartwatch Model 252,Smartwatch,1910.38,2,37x17x13,Plastic,75.75,3,156.21,15.62,6.09,30.73,85.67,Molded Pulp,150.57
PROD-3637,Headphones Model 607,Headphones,284.58,2,30x5x10,Cardboard,28.8,1,30.28,3.03,3.9,85.25,21.98,Bio-Polymer,57.01
PROD-3638,Camera Model 590,Camera,1489.71,4,26x31x9,Composite,77.32,3,25.97,2.6,7.0,33.16,82.19,Recycled PET,147.1
PROD-3639,Laptop Model 444,Laptop,506.71,3,38x22x5,Plastic,33.44,1,146.56,14.66,1.79,64.29,43.83,Recycled PET,95.22
PROD-3640,Laptop Model 320,Laptop,1140.45,3,5x20x19,Aluminum,77.28,1,269.95,26.99,9.83,50.93,63.24,Bio-Polymer,138.04
PROD-3641,Tablet Model 822,Tablet,1021.45,5,41x20x10,Aluminum,15.17,3,282.62,28.26,2.66,94.97,7.57,Recycled PET,164.89
PROD-3642,Smartphone Model 627,Smartphone,1299.44,4,13x6x15,Cardboard,48.93,4,252.07,25.21,3.48,51.87,58.36,Bio-Polymer,159.9
PROD-3643,Camera Model 598,Camera,1736.33,2,47x6x17,Aluminum,55.76,3,210.84,21.08,9.59,77.66,29.0,Molded Pulp,146.57
PROD-3644,Smartphone Model 740,Smartphone,2713.49,5,17x31x2,Plastic,16.43,1,133.62,13.36,2.68,90.91,9.52,Molded Pulp,233.61
PROD-3645,Laptop Model 580,Laptop,1213.73,5,25x23x17,Composite,64.62,4,206.34,20.63,2.53,28.95,90.82,Molded Pulp,167.74
PROD-3646,Laptop Model 947,Laptop,2944.34,1,17x23x4,Composite,69.18,1,77.99,7.8,8.24,51.39,60.36,Molded Pulp,180.24
PROD-3647,Smartwatch Model 971,Smartwatch,2289.13,4,39x37x4,Plastic,27.55,4,66.48,6.65,3.26,78.15,24.17,Bio-Polymer,191.11
PROD-3648,Laptop Model 645,Laptop,1558.87,5,25x27x17,Cardboard,32.59,3,156.97,15.7,1.85,62.14,41.96,Recycled PET,178.24
PROD-3649,Smartphone Model 992,Smartphone,1949.88,2,49x15x5,Cardboard,33.57,3,497.72,49.77,3.04,70.7,35.69,Molded Pulp,186.95
PROD-3650,Headphones Model 745,Headphones,351.56,1,8x19x5,Cardboard,78.02,1,169.98,17.0,9.0,42.39,70.06,Recycled PET,59.8
PROD-3651,Headphones Model 733,Headphones,2541.34,2,12x28x3,Plastic,50.54,4,468.86,46.89,3.52,50.93,60.74,Bio-Polymer,213.69
PROD-3652,Camera Model 963,Camera,1767.95,3,19x27x15,Cardboard,30.21,1,202.21,20.22,7.26,98.32,1.98,Recycled PET,164.07
PROD-3653,Smartphone Model 147,Smartphone,2958.9,1,6x39x12,Composite,30.09,4,225.11,22.51,4.56,80.35,19.78,Recycled PET,195.78
PROD-3654,Tablet Model 650,Tablet,1927.46,1,11x20x8,Plastic,42.12,1,400.56,40.06,3.36,60.29,47.81,Recycled PET,160.24
PROD-3655,Laptop Model 109,Laptop,2510.63,5,26x6x9,Plastic,35.91,3,55.88,5.59,2.3,64.1,44.55,Bio-Polymer,216.65
PROD-3656,Camera Model 855,Camera,2409.3,3,11x25x12,Aluminum,70.0,2,99.33,9.93,9.75,58.87,51.67,Bio-Polymer,184.44
PROD-3657,Laptop Model 699,Laptop,1069.11,5,26x39x19,Aluminum,65.65,1,487.18,48.72,5.69,44.41,71.48,Bio-Polymer,186.18
PROD-3658,Smartwatch Model 480,Smartwatch,815.85,4,13x6x11,Cardboard,49.05,2,257.9,25.79,2.03,47.38,68.2,Recycled PET,136.56
PROD-3659,Smartphone Model 578,Smartphone,1319.96,2,46x21x9,Cardboard,33.53,3,31.71,3.17,2.79,69.7,37.28,Molded Pulp,109.43
PROD-3660,Smartwatch Model 290,Smartwatch,1428.36,2,24x10x12,Composite,71.32,2,33.22,3.32,4.67,29.5,87.76,Molded Pulp,115.35
PROD-3661,Smartphone Model 720,Smartphone,758.25,5,9x14x2,Cardboard,27.37,4,454.55,45.45,5.9,94.0,6.29,Recycled PET,166.21
PROD-3662,Smartphone Model 253,Smartphone,2689.06,2,44x38x18,Composite,45.62,2,437.95,43.79,2.64,54.55,58.45,Molded Pulp,219.04
